review_id,rating,num_sentences,v_first,v_last,v_peak,v_trough,a_first,a_last,a_peak,delta_v,arc_type,q_first,q_last,first_sentence,last_sentence
30,5,5,0.6249,0.6369,0.8402,0.4927,0.013333333333333334,0.06,0.18000000000000002,0.01200000000000001,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Great service.,Definitely can recommend the combo flight and ground tour.
31,5,4,0.0,0.7845,0.7845,0.0,0.03333333333333333,0.09333333333333334,0.4,0.7845,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,This tour had it all.,Max our Pilot took wonderful care of us and delivered us expertly back to Phoenix.
32,5,15,0.6369,0.4588,0.8639,-0.4215,0.06,0.08000000000000002,0.18666666666666668,-0.17810000000000004,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,This was one of the best days of my life.,I’m glad I did it before coming with my kids to hike it.
33,5,12,0.8271,0.5947,0.8271,-0.296,0.46,0.16666666666666669,0.46,-0.23239999999999994,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"This was a once in a lifetime, amazing, beautiful experience.","Would love to stay in one place and just take it all in for like an hour or so, but most s"
34,5,6,0.6114,-0.1134,0.8074,-0.1134,0.20666666666666667,0.3466666666666667,0.3466666666666667,-0.7248000000000001,Arc 3: Expectation Disappointment Arc (Q1 -> Q3),Q1_Awe,Q2_Fear,Excellent!,"You may be asking yourself if its the worth the price (as I did) but have no doubts, it wi"
35,5,3,0.7717,0.9169,0.9169,0.7717,0.12,0.18666666666666668,0.36000000000000004,0.1452,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"Very professional 
Boarded our 6-seater Cessna at 8am, wonderful flight over Sedona then o","He had some great stories of the GC pioneers 
Lunch at the Lodge
Then return flight , arri"
36,5,7,0.6369,0.4199,0.6369,-0.5423,0.08666666666666667,0.22000000000000003,0.22000000000000003,-0.21700000000000003,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Westwind is unquestionably one of the best experiences I have had in travel.,Thank you Westwind!
37,1,16,-0.1901,0.886,0.886,-0.5256,0.18666666666666668,0.10666666666666667,0.19333333333333336,1.0761,Arc 1: Fear-to-Awe Rescued Arc (Q2 -> Q1),Q2_Fear,Q1_Awe,"I hate to write a review in the midst of COVID for a small business, but unfortunately due",I am sure there are other much better companies that would provide honest and safe service
38,1,9,0.4588,-0.4391,0.4588,-0.4391,0.13333333333333333,0.013333333333333334,0.2066666666666667,-0.8978999999999999,Arc 3: Expectation Disappointment Arc (Q1 -> Q3),Q1_Awe,Q3_Disappointment,My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Gra,Extremely dissatisfied.
39,5,5,0.7745,0.8074,0.8779,0.6249,0.11333333333333334,0.05333333333333334,0.2,0.03290000000000004,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,We were so fortunate to take a tour to the Grand Canyon on our recent trip out to Phoenix.,We would definitely recommend to friends and family.
40,5,6,0.6884,0.6282,0.6884,-0.2755,0.6066666666666667,0.24666666666666667,0.6066666666666667,-0.06020000000000003,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,AMAZING!!!,"You will be so very, very glad you did!"
41,5,4,0.6249,0.6124,0.6249,0.0,0.06,0.08000000000000002,0.08666666666666667,-0.012499999999999956,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Such a great combination of ground and air experiences.,We will definitely be back in the future for a new adventure.
42,5,5,0.5859,0.8546,0.8546,0.5859,0.4866666666666667,0.33333333333333337,0.4866666666666667,0.26870000000000005,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Lindsey and Destiny did an amazing job in the planning of our event.,We will definitely use West Wind Aviation for any of our future events as they really prov
43,5,8,0.0,0.4201,0.802,0.0,0.05333333333333334,0.06,0.52,0.4201,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,We booked this trip last minute from Phoenix.,We would highly recommend this tour offered by Westwind.
44,5,6,0.6739,0.7579,0.7579,0.0,0.04000000000000001,0.10666666666666667,0.6466666666666667,0.08399999999999996,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,All I can say is WOW.,If you only have one day to see the Canyon then this is a great value.
45,5,2,0.6239,0.0,0.6239,0.0,0.7133333333333334,0.06,0.7133333333333334,-0.6239,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,"From the first interaction on by phone through saying goodbye, everyone involved in this e",Exceptional customer service and a once in a lifetime trip.
46,5,11,0.8516,0.9255,0.9255,-0.0931,0.08666666666666667,0.3466666666666667,0.41333333333333333,0.07389999999999997,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,What a totally special and insanely fun way to see the Grand Canyon.,"I was able to book everything on short notice, which was really fantastic (Thanks Covid!!!"
48,5,7,0.0,0.3612,0.6369,-0.296,0.12,0.013333333333333334,0.5800000000000001,0.3612,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,From the moment we made an enquiring call to the last second we left the premises followin,Thank you.
49,5,4,0.8658,0.0,0.8658,0.0,0.54,0.22000000000000003,0.54,-0.8658,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,"From the reception at their airport office, to the flight, jeep tour and guides, and fligh",Just do it!
50,5,3,0.539,0.4588,0.6369,0.4588,0.04000000000000001,0.020000000000000004,0.07333333333333333,-0.08020000000000005,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"very professional, friendly and knowledgeable staff.",Well worth it
51,5,10,0.5859,0.0,0.9066,0.0,0.46,0.020000000000000004,0.46,-0.5859,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,We had an amazing day with Westwind Air Services.,Penny and Wayne
52,5,9,0.7717,0.0,0.7906,0.0,0.06,0.020000000000000004,0.29333333333333333,-0.7717,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,Everything about the Grand Canyon Signature Tour was perfect.,- Brian and Indira
53,5,5,0.0,0.0,0.4588,0.0,0.04666666666666667,0.006666666666666667,0.08000000000000002,0.0,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q3_Disappointment,"Bra ordning och service, tydlig kommunikation betr.",Rekommenderas.
54,5,3,0.3818,0.474,0.5719,0.3818,0.06,0.23333333333333334,0.23333333333333334,0.0922,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,All communication with West Winds was clear and timely.,We highly recommend this company!
55,5,6,-0.2023,0.3612,0.9299,-0.2023,0.10666666666666667,0.03333333333333333,0.5,0.5635,Arc 1: Fear-to-Awe Rescued Arc (Q2 -> Q1),Q2_Fear,Q1_Awe,We took the flight over the Grand Canyon to test out a developing air anti collision app .,Would recommend it to anyone
56,5,5,0.4588,0.7463,0.802,0.0,0.07333333333333333,0.6666666666666667,0.6666666666666667,0.2875,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,We did the Grand Canyon air tour with the South Rim hummer tour.,It was an amazing experience that we will never forget!!!
57,5,6,0.5983,0.474,0.7264,0.0,0.2733333333333333,0.24000000000000002,0.2733333333333333,-0.12430000000000008,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,My husband and I took this tour yesterday and it was fantastic!,Overall we highly recommend this tour!
58,5,8,0.4588,0.3971,0.9337,0.0,0.1,0.26666666666666666,0.49333333333333335,-0.06169999999999998,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Our group of 6 recently took the trip from Scottsdale to the South Rim of the Grand Canyon,Top notch tour and I give them my highest recommendation!!!
59,5,7,0.4588,0.6954,0.891,0.2023,0.08000000000000002,0.06666666666666667,0.17333333333333334,0.23660000000000003,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Booked a trip to the Grand Canyon while we were in Scottsdale.,Would highly recommend this adventure if visiting the Scottsdale area.
60,5,6,0.6249,0.5106,0.6249,-0.4939,0.05333333333333334,0.07333333333333333,0.11333333333333334,-0.11429999999999996,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,I had a great time on the flight.,He deserves major kudos for being so intuitive to his passengers.
61,5,5,0.8173,0.8805,0.8805,0.0,0.16000000000000003,0.06666666666666667,0.21333333333333335,0.06319999999999992,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Very impressed with Westwind Tours - the lady who booked my flights is warm and friendly a,"Great outfit, outstanding views, a complete experience and highly recommended."
62,5,5,0.5106,0.4588,0.5106,-0.3412,0.09333333333333334,0.09333333333333334,0.24666666666666667,-0.05180000000000007,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,I have been attempting a trip to the Grand Canyon for a number of years.,Going to do it again for another one of their tours of the Grand Canyon.
63,5,6,0.5563,0.0,0.7906,-0.5667,0.05333333333333334,0.24666666666666667,0.5,-0.5563,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,My family and I really enjoyed this trip.,If you can you must do this trip!
64,5,8,0.8865,0.474,0.8865,0.3182,0.7133333333333334,0.24666666666666667,0.7133333333333334,-0.4125,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,I took my Husband John on the Adventure Tour to the Grand Canyon and it was absolutely AMA,I highly recommend this trip to EVERYONE!
65,4,2,0.9382,0.558,0.9382,0.558,0.2466666666666667,0.04666666666666667,0.2466666666666667,-0.3802,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"We had a great time on this tour,  the airplane ride up included a quick fly by Sedona,  g",A little pricey but well worth it.
66,5,9,0.0,0.6249,0.8126,-0.357,0.12666666666666668,0.04666666666666667,0.26666666666666666,0.6249,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,We stayed in Scottsdale for our vacation and took Westwind from the Deer Valley airport on,The whole day was a great experience.
67,5,5,0.5081,0.3612,0.9771,0.0,0.29333333333333333,0.09333333333333334,0.7133333333333334,-0.14689999999999998,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,This was one of the most exhilarating experiences I have had in my life!,"Thank you again to Lindsey and Gail - you really made this trip ""real"" for us"
68,5,4,0.7003,0.54,0.8973,0.54,0.11333333333333334,0.22666666666666668,0.22666666666666668,-0.1603,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Fantastic service - Leslie in the office is an absolute treasure and our pilot was very pr,One very pleased 'aussie'!
69,5,3,0.9393,0.0,0.9393,0.0,0.5066666666666667,0.08000000000000002,0.5066666666666667,-0.9393,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,great trip--the Grand Canyon is amazing and has to be seen--the view from the plane is exc,use time at the Canyon to walk rather than sit in the jeep.
70,1,17,0.7269,-0.9099,0.8844,-0.9099,0.2466666666666667,0.13333333333333333,0.7133333333333334,-1.6368,Arc 3: Expectation Disappointment Arc (Q1 -> Q3),Q1_Awe,Q3_Disappointment,I'm conflicted as to how to review Westwind as we had two different planes for our group o,"And finally, it's really disappointing that a once in a lifetime experience was turned int"
71,4,7,0.0,0.0,0.7096,-0.296,0.4666666666666667,0.02666666666666667,0.4666666666666667,0.0,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q3_Disappointment,The flight itself is really spectacular if the weather is with you.,The plane looks dilapidated
72,5,3,0.6988,0.8951,0.8951,0.6988,0.23333333333333334,0.29333333333333333,0.29333333333333333,0.19630000000000003,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Best flight tour in Miami!!,"We really enjoyed and had a great time
Five Stars service⭐️⭐️⭐️⭐️⭐️Totally recommend it!!"
73,5,4,0.0,0.6249,0.6269,0.0,0.4266666666666667,0.04666666666666667,0.4266666666666667,0.6249,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,the service was awesome..,everything went great and the accommodation 10/10
74,5,2,0.4404,0.3612,0.4404,0.3612,0.10666666666666667,0.04000000000000001,0.10666666666666667,-0.07919999999999999,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"This was an unforgettable experience, the pilot was really professional and had a safe way",I recommend this experience for everyone.
75,5,4,0.6696,0.6093,0.7841,0.6093,0.24000000000000002,0.29333333333333333,0.29333333333333333,-0.06030000000000002,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,One of the best experiences ever !,Don’t hesitate to book the price is the cheapest in Miami the best tour ever !!!
76,5,3,0.7841,0.0,0.7841,0.0,0.06666666666666667,0.15333333333333335,0.15333333333333335,-0.7841,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,"Excellent experience and
Very good attention from the flight staff.","The views of Miami that we had were incredible, half an hour was enough to see all of Miam"
77,5,4,0.835,0.0,0.835,0.0,0.7066666666666668,0.23333333333333334,0.7066666666666668,-0.835,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,"Our trip was beyond amazing, the guys at Eagles Air tours were really friendly and profess",5 stars are not enough!
78,5,5,0.5719,0.4404,0.5719,0.0,0.05333333333333334,0.04666666666666667,0.08666666666666667,-0.13149999999999995,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,It was a wonderful experience with the pilot.,I hope to repeat it next time.
79,5,4,0.6588,0.5859,0.9325,-0.2263,0.21333333333333335,0.24666666666666667,0.4466666666666667,-0.07290000000000008,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Great experience !,The view was amazing and ride was smooth.
80,1,5,0.0,-0.743,0.0,-0.743,0.08000000000000002,0.15333333333333335,0.15333333333333335,-0.743,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q3_Disappointment,We were supposed to go on a 30 minute flight over Miami.,I wasted $70 on an uber ride to the airport and almost the same amount to get back to sout
82,1,3,0.0,-0.5719,0.0,-0.5719,0.24000000000000002,0.013333333333333334,0.24000000000000002,-0.5719,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q3_Disappointment,The experience must never be repeated!,Pure scam
83,5,2,0.6588,0.8974,0.8974,0.6588,0.20666666666666667,0.14666666666666667,0.20666666666666667,0.23859999999999992,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Great !,"It was very nice and the most beautiful journey we have ever taken 
The atmosphere was inc"
84,3,5,-0.1522,0.2263,0.2263,-0.6124,0.12,0.11333333333333334,0.54,0.3785,Arc 1: Fear-to-Awe Rescued Arc (Q2 -> Q1),Q2_Fear,Q1_Awe,When we got there it was sort of confusing on where to go but we were able to find it even,The tour overall was nice but i think there should be some upgrades on some of these thing
85,5,2,0.0,0.8622,0.8622,0.0,0.1,0.25333333333333335,0.25333333333333335,0.8622,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Neutral,Q1_Awe,The address took me to a building next to them but I was able to find them afterwards.,It was great experience overall definitely recommend doing it!
86,5,4,0.4215,0.7227,0.7227,-0.34,0.12666666666666668,0.07333333333333333,0.12666666666666668,0.3012,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"We had a nice and fast check-in, waited for about 10 mins before heading out to the aircra",But we are still happy that we had this kind of experience.
87,5,6,0.5106,0.6808,0.6808,-0.2732,0.09333333333333334,0.08666666666666667,0.49333333333333335,0.1701999999999999,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,I took my boyfriend for his birthday and we had a lot of fun.,And I also recommend my friends and family to try it at least once.
88,5,2,0.8885,0.4927,0.8885,0.4927,0.06666666666666667,0.06666666666666667,0.06666666666666667,-0.39579999999999993,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,"Thank you for this experience, it was great, beautiful scenery.",The duration of 30 is very good to see everything.
89,5,2,0.5719,0.7645,0.7645,0.5719,0.08000000000000002,0.45333333333333337,0.45333333333333337,0.1926,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,when we were below the sea it was wonderful and seeing the buildings.,it waw an amazing vieux so thank you
91,5,2,0.7496,0.4404,0.7496,0.4404,0.04666666666666667,0.08666666666666667,0.08666666666666667,-0.30920000000000003,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,The experience was really good and the   pilot was really good.,"The journey and the view is too good, it's a must have experience"
92,5,2,0.6467,0.8126,0.8126,0.6467,0.6733333333333333,0.07333333333333333,0.6733333333333333,0.16589999999999994,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Wonderful experience !!Having to watch spectacular view from private air tour.,Had great fun going through a private tour from eagle tours.
97,5,5,0.5859,0.5994,0.7717,0.4019,0.4066666666666667,0.020000000000000004,0.48000000000000004,0.013500000000000068,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,Amazing.,We loved it.
98,5,4,0.6249,0.0,0.802,0.0,0.05333333333333334,0.04666666666666667,0.09333333333333334,-0.6249,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,"Aside from my nausea, I had great time.",just don’t eat before you board.
105,5,4,0.3804,0.4201,0.7384,0.0,0.03333333333333333,0.04000000000000001,0.43333333333333335,0.03969999999999996,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,It was very cool tour.,I am highly recommend this tour
107,5,3,0.6369,0.0,0.6369,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,-0.6369,Arc 4: Relieved Tranquility Arc (Q2 -> Q4),Q1_Awe,Q3_Disappointment,It was one of the best experience i ever had.,"We will do it again, when we come back to miami."
110,5,4,0.7151,0.4199,0.7151,0.4199,0.24000000000000002,0.21333333333333335,0.26666666666666666,-0.29519999999999996,Arc 2: Sustained Awe & Joy Arc (Q1 -> Q1),Q1_Awe,Q1_Awe,it was more than great trip!!,thank you!
