"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"Adam S","https://www.tripadvisor.com/Profile/E911AKadams","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg","","5","Oct 2023 • Family","Amazing Staff!","We accidentally booked our flight on the wrong day but the the pilot Diego and owner Mahamoud helped","Family","0","","Written October 26, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Oumaima S","https://www.tripadvisor.com/Profile/920oumaimas","","","1","Oct 2023 • Couples","HORIBLE","The experience must never be repeated! The ride was dizzying with an incompetent pilot without a co-pilot and the microphone that didn't work and at the exit we paid 90 dollars more. Pure scam","Couples","0","","Written October 16, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Ahmed E","https://www.tripadvisor.com/Profile/ahmedeC1370SP","","","5","Sep 2023 • Family","Excellent","Great ! <br />It was very nice and the most beautiful journey we have ever taken <br />The atmosphere was incredible and the pilot was very pleasant <br />I advise everyone to try it","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/8d/2e/11/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/8d/2e/10/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/8d/2e/0f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/8d/2e/0e/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/8d/2e/0d/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/8d/2e/0b/caption.jpg","Written October 10, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Margarita G","https://www.tripadvisor.com/Profile/Q2961IXmargaritag","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg","Austin, TX","3","Sep 2023 • Family","Nice views","When we got there it was sort of confusing on where to go but we were able to find it eventually. We were excited for the tour but as we got in the plane, it was a bit small uncomfortable and you can tell the plane was older. Once we were in the air, the doors weren't very stable and i was afraid they would open at any moment. The worst part was probably the fact that there was no sort of A/C or at least a fan inside so it was HOT. The tour overall was nice but i think there should be some upgrades on some of these things. ","Family","0","","Written September 26, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Angel D","https://www.tripadvisor.com/Profile/angeldY6740UZ","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg","","5","","Miami!! 2023","The address took me to a building next to them but I was able to find them afterwards. It was great experience overall definitely recommend doing it!","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/2d/fa/79/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/2d/fa/78/caption.jpg","Written August 27, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Rebecca R","https://www.tripadvisor.com/Profile/Q3277EWrebeccar","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg","","5","","Miami from another perspective ","We had a nice and fast check-in, waited for about 10 mins before heading out to the aircraft.  Our pilot Sergio was very kind and explained a lot of the things we saw while flying over Miami. Unfortunately we had to head back to the airport due to an incoming storm. But we are still happy that we had this kind of experience. ","","0","","Written August 12, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Miesha F","https://www.tripadvisor.com/Profile/50mieshaf","https://media-cdn.tripadvisor.com/media/photo-f/01/2e/70/72/avatar054.jpg","","5","Jul 2023 • Couples","Great experience overall","I took my boyfriend for his birthday and we had a lot of fun. It was a little rocky but we came back safe and sound. Only thing that made me nervous was the pilot keep looking at his phone. Im not sure if his phone was guiding him or if he was texting. Would definitely do this again. And I also recommend my friends and family to try it at least once.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/29/d8/68/12/private-30-minute-south.jpg","Written July 24, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Lena L","https://www.tripadvisor.com/Profile/lenalN7243AC","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg","","5","Jul 2023 • Friends","Beautiful","Thank you for this experience, it was great, beautiful scenery. The duration of 30 is very good to see everything.","Friends","0","","Written July 17, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Candice D","https://www.tripadvisor.com/Profile/candiced437","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg","","5","Jul 2023 • Friends","amazing","when we were below the sea it was wonderful and seeing the buildings. it waw an amazing vieux so thank you","Friends","0","","Written July 17, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Marcel","https://www.tripadvisor.com/Profile/Macwem78","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg","Celle, Germany","5","","Miami Rundflug","War sehr gut. Brliianter Flug. Wir waren sehr zufrieden. Guter pilot und guter Flug. Sehr angenehm. Gerne wieder. Schöne sicht","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/bf/a4/cc/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/29/bf/a4/cb/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/29/bf/a4/ca/caption.jpg","Written July 14, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Karthik S","https://www.tripadvisor.com/Profile/641karthiks","https://media-cdn.tripadvisor.com/media/photo-s/08/ee/8c/d9/karthik-s.jpg","","5","Jul 2023 • Couples","Great experience","The experience was really good and the   pilot was really good. The journey and the view is too good, it's a must have experience<br />","Couples","0","","Written July 11, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"ullasini b","https://www.tripadvisor.com/Profile/ullasinib2023","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg","","5","","Must have experience in Miami!","Wonderful experience !!Having to watch spectacular view from private air tour.<br />Had great fun going through a private tour from eagle tours.","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/b9/72/6f/caption.jpg","Written July 11, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Romeo S","https://www.tripadvisor.com/Profile/romeos489","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg","","5","Jul 2023 • Family","Lifetime experience","Its was Amaizing trip and a lifetime experience to see all the Miami south beach from above clearly ","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/b9/53/df/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/29/b9/53/de/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/b9/53/dd/caption.jpg","Written July 11, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Kilangi M","https://www.tripadvisor.com/Profile/kilangim","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg","","5","Jul 2023 • Family","Great Experience","It was a good trip and memorable one to see all the south beach part oF Miami Beach From above clear","Family","0","https://media-cdn.tripadvisor.com/media/photo-w/29/b9/4e/f6/private-30-minute-south.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/b9/4e/f5/private-30-minute-south.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/b9/4e/f3/private-30-minute-south.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/b9/4e/f2/private-30-minute-south.jpg","Written July 11, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"rachida a","https://www.tripadvisor.com/Profile/rachidaa237","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg","","5","Jul 2023 • Family","Une journée magique","Magnifique expérience. De beaux paysages ,exceptionnel voyage émotionnel à travers ce vol avec un pilote professionnel c était magic","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/b8/f4/35/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/29/b8/f4/34/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/29/b8/f4/33/caption.jpg","Written July 11, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"abdelkader a","https://www.tripadvisor.com/Profile/652abdelkadera","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg","","5","Jul 2023 • Family","Excellente expérience","Nous avons adoré notre activité.  Ce fut une excellente expérience, un bon pilote et tout en douceur","Family","0","https://media-cdn.tripadvisor.com/media/photo-w/29/b8/ef/07/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/29/b8/ef/06/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/b8/ef/05/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/29/b8/ef/04/caption.jpg","Written July 11, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Kendra D","https://www.tripadvisor.com/Profile/416kendrad","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg","","5","Jul 2023 • Friends","21st Birthday Trip","Amazing. Exhilarating. We got so many pictures and the view was amazing and it was safe. The pilot was great and we also received polaroid pictures to have as memory. We loved it. ","Friends","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/b1/62/41/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/29/b1/62/40/caption.jpg","Written July 8, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Yariana B","https://www.tripadvisor.com/Profile/132yarianab","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg","","5","","Fun! Warning don’t eat beforehand","Aside from my nausea, I had great time. Friendly staff, quick and easy. you can take pictures with your headset and it’s great to do with friends. just don’t eat before you board.","","0","https://media-cdn.tripadvisor.com/media/photo-w/29/b1/62/62/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/b1/62/61/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/b1/62/60/caption.jpg","Written July 8, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Thanairy L","https://www.tripadvisor.com/Profile/thanairyl","","","5","Jun 2023 • Friends","Good costumers service , nice place","Very beautiful and nice view, we had very excellent flying time , the driver was very respectful kind , it made me feel comfortable , definitely will invite more friends for the tour ⭐️⭐️⭐️⭐️⭐️","Friends","0","https://media-cdn.tripadvisor.com/media/photo-w/29/9e/4c/a2/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/9e/4c/a1/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/9e/4c/a0/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/9e/4c/9f/caption.jpg","Written June 30, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Cynthia R","https://www.tripadvisor.com/Profile/cynthiarF9162HR","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg","","5","Jun 2023 • Friends","Girls trip","It was amazing the guys was really friendly even helping me with my fear of heights will definitely come back !!!","Friends","0","https://media-cdn.tripadvisor.com/media/photo-w/29/9e/4b/34/private-30-minute-south.jpg","Written June 30, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Lorine L","https://www.tripadvisor.com/Profile/lorinel156","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg","","5","Jun 2023 • Family","AMAZING","Superbe accueil, le personnel est très gentil! une expérience inoubliable <br />Je recommande Eagles air tours 😃","Family","0","","Written June 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Julie L","https://www.tripadvisor.com/Profile/V8292QXjuliel","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg","","5","Jun 2023 • Family","Amazing","Une expérience au top, je recommande cette activité ! <br />C’était génial ! Et le temps était au rendez vous","Family","0","","Written June 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Nicole A","https://www.tripadvisor.com/Profile/W148KUnicolea","","","5","Jun 2023 • Family","ESPERIENZA FANTASTICA","Esperienza eccezionale, qualità prezzo ottima, consiglio vivamente questa compagnia, anche più di 30 minuti!","Family","0","https://media-cdn.tripadvisor.com/media/photo-w/29/86/cb/fd/caption.jpg","Written June 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Giorgia R","https://www.tripadvisor.com/Profile/E3057EHgiorgiar","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg","","5","Jun 2023 • Friends","Bellissima esperienza","Esperienza bellissima, consigliatissimo per ogni viaggiatore sorvoli Miami beach, perfetto per una bella giornata","Friends","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/86/cb/fb/private-30-minute-south.jpg","Written June 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Daria D","https://www.tripadvisor.com/Profile/dariadP6628PX","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg","","5","Jun 2023 • Couples","Cool view and experience","It was very cool tour. Our pilot Giovanni was very professional. We recorded so awesome videos.<br />I am highly recommend this tour","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/29/86/b1/17/private-30-minute-south.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/86/b1/16/private-30-minute-south.jpg","Written June 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Роберт Д","https://www.tripadvisor.com/Profile/_W6836YO","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg","","5","Jun 2023 • Couples","Good customer service","I really liked it, beautiful views and a professional pilot Giovanni, I recommend it to everyone who is interested in seeing Miami from above","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/29/86/af/be/private-30-minute-south.jpg","Written June 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Can C","https://www.tripadvisor.com/Profile/canc471","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg","","5","Jun 2023 • Couples","Great, awesome views, great customer service!!!","It was one of the best experience i ever had. <br />The mist beautiful views, you can catch. <br />We will do it again, when we come back to miami.<br />","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/29/86/68/f5/caption.jpg","Written June 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Erick C","https://www.tripadvisor.com/Profile/B9320LRerickc","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg","","5","Jun 2023 • Friends","Great experience","Estuvo muy genial la experiencia, yo puedo recomendar para cualquier persona ya que es algo que no se puede realizar con facilidad.","Friends","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/84/83/9f/private-30-minute-south.jpg","Written June 19, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Brandon L","https://www.tripadvisor.com/Profile/brandonloz07","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg","Bogota, Colombia","3","","Buena pero mejorable","La experiencia es estupenda, estar en el aire en este tipo de aviones es emocionante, pero debe mejorar algunos detalles para que sea una calificación de 5 estrellas. Ya que a pesar de que logras unas bonitas vistas de Miami, la descripción del tour promete sobrevolar por South Beach y Downtown pero el avión no llega hasta allí sino que se ven estas dos zonas a unos 6-8 kilómetros de distancia. <br /><br />Aparte de esto, uno de nosotros(éramos 3 pasajeros) tuvo que estar sin audífonos o headset durante el vuelo ya que no había, por lo qué no se escucha muy bien al piloto cuando él hablaba y el ruido era ensordecedor. Igualmente se destaca que el piloto intentó remediar esto al repetir lo que decía para que todos estuviéramos al tanto de sus explicaciones, pero aún así no se entendía mucho por momentos. <br /><br />Me gustaría repetir pero con el mejoramiento por parte de la compañía de estos aspectos descritos. Sumado a que no hay una oficina de la compañía en el aeropuerto sino que son los pilotos que están a cargo de atender, brindar documentos y de volar, claramente.","","0","https://media-cdn.tripadvisor.com/media/photo-w/29/79/e5/09/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/79/e5/08/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/29/79/e5/07/caption.jpg","Written June 14, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Rawan T","https://www.tripadvisor.com/Profile/600rawant","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg","","5","Jun 2023 • Couples","Best airplane tour","it was more than great trip!! definitely will recommend them everywhere and to everyone! they are the best, we had more than the time we reserved! thank you!","Couples","0","","Written June 8, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Shania R","https://www.tripadvisor.com/Profile/450shaniar","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg","","5","Jun 2023 • Friends","Best Tour!","Giovanni was an excellent pilot and guide. He has a vast knowledge of the area, and landed the plane smoothly. I would definitely recommend this tour to anyone!","Friends","0","","Written June 6, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Chris W","https://www.tripadvisor.com/Profile/S1871SQchrisw","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg","","5","Jun 2023 • Couples","30min tour","We arrived at 11:30 we were well served by the team it was a great experience I would suggest to tourists like me. Great views also 100% would recommend:)","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/29/67/07/b7/private-30-minute-south.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/67/07/b4/private-30-minute-south.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/67/07/a4/private-30-minute-south.jpg","Written June 6, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Abderrezak F","https://www.tripadvisor.com/Profile/abderrezakf2023","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg","","5","","View and quality","Excellent views and nice landing. The staff was incredibly welcoming and helpful. I would definitely come back! Price is good","","0","https://media-cdn.tripadvisor.com/media/photo-w/29/67/07/5b/caption.jpg","Written June 6, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Daniely S","https://www.tripadvisor.com/Profile/883danielys","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg","Contagem","5","Jun 2023","Amazing customer service","I loved the flight, and I felt very safe, an amazing experience to have the opportunity to see Miami from above.","","0","https://media-cdn.tripadvisor.com/media/photo-w/29/62/b4/dc/love.jpg","Written June 4, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Ruby O","https://www.tripadvisor.com/Profile/rubyo68","https://media-cdn.tripadvisor.com/media/photo-s/0f/94/e9/79/ruby-o.jpg","","5","Jun 2023 • Couples","An experiment of a life time","It was a wonderful flight enjoyed every minute of it would do it again just for fun would love for anyone to try it’s a great experience ","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/62/54/3d/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/29/62/54/3c/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/29/62/54/3b/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/29/62/54/3a/caption.jpg","Written June 4, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"jorge j","https://www.tripadvisor.com/Profile/jorgejV6430CP","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg","","5","Jun 2023 • Couples","Amazing","Amazing view and very skilled pilot. Beautiful weather very present staff. Definitely an experience of a life !","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/62/54/a2/private-30-minute-south.jpg
https://media-cdn.tripadvisor.com/media/photo-w/29/62/54/a1/private-30-minute-south.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/29/62/54/a0/private-30-minute-south.jpg","Written June 4, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Chason R","https://www.tripadvisor.com/Profile/chasonr2023","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg","","5","Jun 2023 • Friends","Great price great tour!","Great trip and all service was well taken care of. Plane views were great and price was extremely reasonable","Friends","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/62/36/84/private-30-minute-south.jpg","Written June 4, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Franzi","https://www.tripadvisor.com/Profile/Fruuuunzi","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg","","5","Jun 2023 • Couples","Amazing experience","Amazing experience! We felt very safe and had such a great time during the 30 mins flight. Would do it again!","Couples","0","","Written June 4, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
