word,count,mean_rating,mean_polarity,category
gate,201,4.875621890547263,0.8390990049751244,TRUST
fear,118,4.9576271186440675,0.8851542372881355,ANGER
kindness,37,4.891891891891892,0.9090270270270271,CATE
found,465,4.83010752688172,0.915645376344086,JOY
thankful,60,4.983333333333333,0.9480333333333334,JOY
calm,252,4.9523809523809526,0.9561043650793649,CATE
happy,534,4.882022471910112,0.9469473782771536,JOY
enjoy,560,4.85,0.93625625,JOY
priceless,85,5.0,0.8757141176470586,CATE
included,265,4.886792452830188,0.9333400000000001,CATE
unique,462,4.9480519480519485,0.8886694805194805,SURPRISE
spent,572,4.730769230769231,0.8870496503496503,CATE
peaceful,74,4.972972972972973,0.96675,JOY
limited,139,4.561151079136691,0.8124884892086331,ANGER
larger,96,4.8125,0.9467520833333333,DISGUST
bottom,107,4.822429906542056,0.9405766355140186,SADNESS
happen,122,4.5,0.8319975409836066,ANTICIPATION
coming,251,4.804780876494024,0.8842749003984063,ANTICIPATION
broke,28,4.75,0.8671107142857143,FEAR
love,459,4.947712418300654,0.9491947712418302,JOY
fault,78,4.410256410256411,0.6936294871794871,SADNESS
sickness,464,4.9030172413793105,0.8811579741379311,DISGUST
younger,28,4.928571428571429,0.9013749999999999,CATE
option,341,4.826979472140763,0.9058715542521993,CATE
ultimate,51,4.9411764705882355,0.9055549019607843,SADNESS
machine,20,4.6,0.7444949999999999,TRUST
john,97,4.917525773195877,0.8860938144329898,DISGUST
bad,356,4.379213483146067,0.6971435393258427,ANGER
late,267,4.449438202247191,0.8228554307116105,SADNESS
dinner,54,4.722222222222222,0.8878333333333331,CATE
tower,26,4.884615384615385,0.9337115384615384,CATE
honest,86,4.5813953488372094,0.8288906976744186,ANGER
county,44,4.909090909090909,0.9203227272727275,TRUST
surprised,196,4.862244897959184,0.9395198979591838,SURPRISE
hate,28,4.607142857142857,0.8587928571428571,ANGER
including,509,4.850687622789784,0.9077070726915519,CATE
spoke,103,4.398058252427185,0.7539718446601943,CATE
risk,38,4.5,0.8465315789473684,FEAR
awful,15,2.2,0.06321333333333333,ANGER
provide,242,4.723140495867769,0.9266747933884298,TRUST
possibility,40,4.325,0.8357175,ANTICIPATION
law,53,4.830188679245283,0.9213622641509436,TRUST
overpriced,18,3.6666666666666665,0.5899666666666668,ANGER
lead,17,4.352941176470588,0.7601,CATE
thought,519,4.728323699421965,0.8709487475915222,ANTICIPATION
share,193,4.922279792746114,0.9329310880829016,JOY
fortunate,233,4.957081545064377,0.9601343347639485,CATE
level,153,4.830065359477124,0.9355450980392156,TRUST
words,454,4.940528634361233,0.8930420704845815,ANGER
crew,347,4.910662824207493,0.8943585014409222,TRUST
blast,185,4.967567567567568,0.8915064864864864,ANGER
personable,418,4.9688995215311005,0.923327990430622,CATE
planning,168,4.880952380952381,0.9237357142857143,ANTICIPATION
visit,867,4.93194925028835,0.9149752018454441,CATE
absolute,267,4.936329588014981,0.8452535580524345,CATE
money,1172,4.687713310580205,0.8574079351535836,ANGER
base,373,4.879356568364611,0.8531099195710456,TRUST
hurry,15,3.8666666666666667,0.9096599999999999,ANTICIPATION
quiet,161,4.913043478260869,0.9218260869565217,SADNESS
clean,237,4.89873417721519,0.930287341772152,JOY
hope,162,4.7407407407407405,0.9345129629629629,JOY
rob,16,5.0,0.92540625,ANGER
timely,28,4.785714285714286,0.8186214285714285,CATE
traveling,128,4.84375,0.9223640624999999,CATE
passenger,353,4.824362606232294,0.9142739376770538,ANTICIPATION
friend,241,4.937759336099585,0.9553024896265561,JOY
worry,105,4.942857142857143,0.8962190476190476,FEAR
confident,110,4.945454545454545,0.9499027272727271,JOY
delayed,74,4.445945945945946,0.7314945945945946,CATE
expect,204,4.769607843137255,0.8869838235294119,ANTICIPATION
highest,81,4.888888888888889,0.8996629629629631,FEAR
expected,282,4.75177304964539,0.8961563829787235,ANTICIPATION
gem,23,4.956521739130435,0.9478,JOY
cold,170,4.847058823529411,0.9422858823529412,CATE
major,120,4.85,0.8988208333333334,CATE
sick,240,4.758333333333334,0.8470308333333333,DISGUST
fearful,22,4.818181818181818,0.8654636363636363,FEAR
sweet,99,4.91919191919192,0.9458282828282827,JOY
delay,58,3.9827586206896552,0.5523137931034483,ANGER
wont,33,4.757575757575758,0.8184090909090909,ANTICIPATION
afraid,144,4.972222222222222,0.9076256944444445,FEAR
personal,551,4.929219600725953,0.8986998185117967,TRUST
older,47,4.76595744680851,0.9031893617021275,SADNESS
vacation,760,4.910526315789474,0.9030057894736843,JOY
surprise,200,4.85,0.912474,FEAR
treat,205,4.878048780487805,0.9252921951219513,ANGER
hearing,54,4.7592592592592595,0.8887499999999998,FEAR
real,267,4.865168539325842,0.8916074906367041,TRUST
true,248,4.903225806451613,0.920601612903226,JOY
superb,225,4.946666666666666,0.9316728888888889,CATE
pleased,132,4.924242424242424,0.9214249999999999,JOY
treasure,54,5.0,0.9430296296296296,JOY
worse,31,3.7096774193548385,0.4213387096774193,FEAR
shoulder,16,4.5625,0.85255625,TRUST
confirmed,35,3.9714285714285715,0.6771371428571429,TRUST
turbulent,31,4.645161290322581,0.7984225806451614,FEAR
disappointing,75,2.8133333333333335,0.27698,SADNESS
majority,31,4.32258064516129,0.748190322580645,JOY
ill,23,4.217391304347826,0.6301521739130435,ANGER
fixed,196,4.846938775510204,0.9048132653061225,TRUST
skeptical,22,4.818181818181818,0.8287818181818181,CATE
constant,41,4.512195121951219,0.8252195121951219,TRUST
completely,326,4.751533742331288,0.8675018404907976,CATE
rest,297,4.848484848484849,0.8804797979797981,CATE
unable,112,4.464285714285714,0.7306508928571428,SADNESS
unsafe,35,4.6571428571428575,0.7733171428571428,FEAR
finally,210,4.4714285714285715,0.7844899999999999,DISGUST
board,221,4.714932126696833,0.881006334841629,ANTICIPATION
coast,1011,4.892185954500494,0.9015082096933729,CATE
improve,17,4.411764705882353,0.9676823529411763,JOY
effort,86,4.6976744186046515,0.8898744186046512,CATE
sun,206,4.800970873786408,0.9258033980582525,JOY
sunset,269,4.869888475836431,0.8902438661710038,ANTICIPATION
fill,39,4.461538461538462,0.8542743589743589,TRUST
birthday,386,4.963730569948186,0.9256049222797927,JOY
attention,116,4.956896551724138,0.9089612068965518,CATE
carefully,29,4.724137931034483,0.9215689655172414,CATE
regret,312,4.948717948717949,0.8789157051282053,SADNESS
wasted,33,2.4545454545454546,0.05934545454545455,ANGER
beach,227,4.863436123348017,0.8268823788546255,JOY
wrong,134,4.559701492537314,0.7694171641791044,CATE
advise,47,4.659574468085107,0.9062914893617023,TRUST
pleasant,299,4.8762541806020065,0.9261541806020066,JOY
excited,162,4.753086419753086,0.9143487654320986,JOY
stable,76,4.881578947368421,0.9147513157894738,TRUST
hot,106,4.556603773584905,0.8862698113207547,ANGER
uncomfortable,55,3.981818181818182,0.5334763636363637,CATE
fact,204,4.666666666666667,0.8945892156862745,TRUST
building,70,4.828571428571428,0.937347142857143,CATE
storm,38,4.526315789473684,0.7982605263157895,ANGER
sea,466,4.907725321888412,0.8910098712446352,CATE
watch,122,4.844262295081967,0.9045737704918033,FEAR
eagle,59,4.8474576271186445,0.9486203389830509,TRUST
received,214,4.52803738317757,0.8406560747663551,CATE
eat,102,4.833333333333333,0.9088470588235292,CATE
warning,41,4.2926829268292686,0.7202951219512195,FEAR
nausea,35,4.742857142857143,0.8502542857142857,DISGUST
respectful,15,5.0,0.9371533333333333,TRUST
interested,146,4.691780821917808,0.9190164383561644,DISGUST
catch,63,4.666666666666667,0.7994095238095239,SURPRISE
suggest,136,4.772058823529412,0.9254816176470588,TRUST
present,72,4.944444444444445,0.9280319444444446,JOY
explore,122,4.909836065573771,0.8946516393442624,ANTICIPATION
fair,57,4.526315789473684,0.8583456140350877,CATE
food,70,4.614285714285714,0.9146857142857143,JOY
sunny,369,4.8861788617886175,0.9383349593495934,JOY
sky,616,4.907467532467533,0.9054740259740258,CATE
complain,18,4.5,0.6948833333333334,ANGER
plan,317,4.861198738170347,0.8985971608832809,ANTICIPATION
polite,125,4.832,0.8635136,CATE
disappoint,127,4.937007874015748,0.8811976377952756,ANGER
familiar,42,4.857142857142857,0.8902309523809523,TRUST
communicative,25,5.0,0.8650520000000002,CATE
split,26,4.461538461538462,0.8602461538461538,CATE
mail,53,4.660377358490566,0.619920754716981,ANTICIPATION
show,252,4.662698412698413,0.8266980158730158,TRUST
romantic,41,5.0,0.935458536585366,JOY
negative,55,4.472727272727273,0.7474290909090908,SADNESS
doubt,108,4.935185185185185,0.9225583333333333,FEAR
lack,46,3.847826086956522,0.5218826086956523,CATE
exciting,372,4.938172043010753,0.9244543010752689,JOY
cloudy,316,4.781645569620253,0.8825658227848102,SADNESS
departure,110,4.472727272727273,0.7792899999999998,SADNESS
attentive,99,4.959595959595959,0.9341919191919194,TRUST
change,188,4.6861702127659575,0.8775744680851064,FEAR
crystal,73,4.972602739726027,0.9446,CATE
fascinating,85,4.882352941176471,0.9507564705882353,CATE
passionate,61,4.885245901639344,0.9683836065573771,JOY
mountain,1260,4.90952380952381,0.8897480158730159,ANTICIPATION
cancel,131,4.633587786259542,0.7957312977099237,SADNESS
rainy,136,4.779411764705882,0.8654294117647058,SADNESS
cooperating,34,4.852941176470588,0.9422147058823529,TRUST
payment,24,4.416666666666667,0.8752541666666666,CATE
knowing,96,4.645833333333333,0.8526052083333333,CATE
grateful,81,4.925925925925926,0.9334580246913581,CATE
bear,217,4.861751152073733,0.8856806451612903,ANGER
unbelievable,349,4.982808022922636,0.8893593123209168,CATE
black,76,4.921052631578948,0.9169605263157896,SADNESS
delicious,35,5.0,0.9679914285714287,JOY
hospitality,63,4.984126984126984,0.9579714285714284,CATE
mother,139,4.83453237410072,0.8582769784172661,SADNESS
chance,440,4.8522727272727275,0.9115947727272727,SURPRISE
solid,37,4.891891891891892,0.9344864864864865,CATE
difficult,112,4.598214285714286,0.8340223214285716,FEAR
case,195,4.764102564102564,0.9024779487179487,FEAR
actual,125,4.632,0.8545535999999999,CATE
cover,205,4.829268292682927,0.8922634146341464,TRUST
reserve,29,4.724137931034483,0.9652620689655173,CATE
green,118,4.813559322033898,0.8921025423728813,JOY
wilderness,54,4.962962962962963,0.8934574074074073,FEAR
pick,370,4.745945945945946,0.8885427027027027,CATE
organized,219,4.863013698630137,0.8877904109589041,CATE
baby,41,4.7317073170731705,0.8376170731707318,JOY
learn,100,4.85,0.8895369999999998,CATE
lower,130,4.7,0.8555215384615384,SADNESS
daughter,359,4.888579387186629,0.9067164345403899,JOY
favorite,344,4.968023255813954,0.9317174418604651,JOY
interior,65,4.753846153846154,0.8629323076923077,DISGUST
deal,263,4.828897338403042,0.9079703422053232,JOY
minimum,28,4.392857142857143,0.7972500000000001,CATE
hesitation,69,4.869565217391305,0.9240826086956522,FEAR
reliable,41,4.560975609756097,0.7996756097560976,TRUST
agree,72,4.944444444444445,0.9413666666666667,CATE
august,109,4.761467889908257,0.8611128440366973,CATE
strut,17,4.764705882352941,0.9024176470588235,CATE
standing,128,4.7109375,0.88528359375,CATE
blue,309,4.899676375404531,0.9242702265372169,SADNESS
father,72,4.791666666666667,0.9192027777777779,TRUST
chatty,29,4.896551724137931,0.9557482758620689,CATE
overcast,110,4.745454545454545,0.8821863636363636,CATE
motion,456,4.9035087719298245,0.8831410087719299,ANTICIPATION
clouded,23,4.565217391304348,0.8831347826086957,SADNESS
magnificent,320,4.95625,0.928435625,JOY
organization,71,4.915492957746479,0.8963845070422536,JOY
cooperate,69,4.913043478260869,0.8507579710144928,CATE
cross,36,4.833333333333333,0.8657222222222223,ANGER
offer,306,4.751633986928105,0.9073300653594772,CATE
rating,68,4.279411764705882,0.8391367647058823,ANGER
honesty,18,4.555555555555555,0.8647166666666667,TRUST
agreed,95,4.757894736842105,0.8954873684210526,TRUST
focus,55,4.745454545454545,0.9455181818181817,CATE
giving,317,4.788643533123029,0.9187763406940063,CATE
operation,313,4.94888178913738,0.91105303514377,FEAR
talk,327,4.749235474006116,0.8874935779816514,CATE
assist,17,4.9411764705882355,0.9032352941176471,TRUST
successful,21,4.571428571428571,0.9398761904761905,JOY
immaculate,15,5.0,0.9084933333333335,JOY
efficient,214,4.94392523364486,0.9489299065420559,ANTICIPATION
touched,42,4.904761904761905,0.9062452380952379,CATE
include,79,4.6835443037974684,0.8770443037974682,CATE
choice,257,4.8949416342412455,0.9129727626459143,CATE
opposed,17,4.882352941176471,0.9665176470588234,ANGER
brilliant,199,4.964824120603015,0.9264301507537689,JOY
hidden,50,4.92,0.90142,CATE
majestic,192,4.958333333333333,0.919278125,JOY
luck,97,4.649484536082475,0.7925082474226804,JOY
word,106,4.773584905660377,0.8516037735849058,TRUST
advice,111,4.738738738738738,0.8561693693693694,TRUST
hunter,57,4.982456140350878,0.8558192982456139,FEAR
apprehensive,92,4.989130434782608,0.9155728260869564,FEAR
interest,228,4.921052631578948,0.9454864035087719,CATE
advance,190,4.378947368421053,0.7551231578947369,FEAR
avalanche,27,5.0,0.9387148148148148,FEAR
endless,22,5.0,0.9504454545454547,ANGER
depth,43,4.953488372093023,0.9101488372093024,TRUST
improved,32,4.71875,0.884196875,CATE
fell,59,4.694915254237288,0.8699,SADNESS
surprisingly,35,4.9714285714285715,0.9486857142857144,ANTICIPATION
radio,60,4.766666666666667,0.8964066666666665,CATE
forward,178,4.556179775280899,0.8301089887640449,CATE
important,151,4.741721854304636,0.9208887417218542,TRUST
god,80,4.8625,0.89936,FEAR
battery,16,4.8125,0.90408125,ANGER
picturesque,38,4.947368421052632,0.966921052631579,JOY
swim,17,4.823529411764706,0.9732647058823529,FEAR
calls,41,4.170731707317073,0.7511804878048781,ANTICIPATION
enjoying,98,4.86734693877551,0.9587979591836734,JOY
anchorage,166,4.753012048192771,0.840978313253012,SADNESS
authentic,15,4.933333333333334,0.9303000000000001,JOY
worried,146,4.86986301369863,0.892278082191781,SADNESS
wanting,114,4.956140350877193,0.8992710526315789,SADNESS
flow,20,4.7,0.907665,CATE
intimate,61,4.885245901639344,0.8998672131147539,JOY
charming,40,4.95,0.9452300000000001,CATE
stress,39,4.923076923076923,0.9336589743589742,CATE
working,121,4.570247933884297,0.8645115702479339,CATE
nauseous,33,4.696969696969697,0.8238212121212121,DISGUST
satisfied,53,4.9245283018867925,0.9131396226415094,JOY
considerate,61,4.967213114754099,0.9494442622950818,TRUST
appreciation,51,4.980392156862745,0.9504431372549019,JOY
lost,64,4.21875,0.6986484375,SADNESS
advised,61,4.590163934426229,0.8485311475409837,TRUST
guarantee,43,4.767441860465116,0.943093023255814,TRUST
falling,15,4.8,0.8574266666666667,SADNESS
maintenance,33,3.9393939393939394,0.5497969696969698,TRUST
twin,42,4.714285714285714,0.8781952380952381,CATE
beware,20,2.95,0.26191,FEAR
understanding,70,4.714285714285714,0.8430242857142854,TRUST
horrible,29,2.310344827586207,0.2774413793103449,ANGER
policy,36,4.305555555555555,0.7180749999999999,TRUST
communicate,88,4.693181818181818,0.8922125000000001,TRUST
serene,32,4.9375,0.9659500000000001,TRUST
sunshine,65,4.815384615384615,0.9348123076923077,JOY
lines,49,4.816326530612245,0.9125816326530611,FEAR
pay,199,4.532663316582915,0.8315467336683418,JOY
noisy,54,4.907407407407407,0.9274277777777777,ANGER
seasoned,40,5.0,0.952755,CATE
majesty,110,4.990909090909091,0.9339827272727274,TRUST
star,167,4.790419161676646,0.8630760479041917,JOY
inexpensive,26,4.846153846153846,0.9162076923076922,CATE
evident,22,4.909090909090909,0.9087090909090908,TRUST
teens,31,4.903225806451613,0.8667290322580645,CATE
reading,129,4.8062015503875966,0.9122240310077518,CATE
charm,19,4.894736842105263,0.9584421052631581,CATE
respect,27,4.814814814814815,0.939,JOY
essential,16,4.875,0.9165125000000001,CATE
delighted,30,5.0,0.90359,JOY
laughing,24,5.0,0.9733666666666666,JOY
problem,210,4.523809523809524,0.7184809523809526,FEAR
wear,148,4.831081081081081,0.8941263513513514,TRUST
careful,46,4.586956521739131,0.8300260869565215,CATE
qualified,20,5.0,0.9490250000000001,TRUST
craft,31,4.870967741935484,0.9010161290322579,CATE
grandeur,74,4.905405405405405,0.921958108108108,CATE
harbor,158,4.949367088607595,0.8715373417721519,TRUST
suitable,19,4.526315789473684,0.8707052631578946,CATE
waste,52,3.1346153846153846,0.32313461538461546,DISGUST
daily,17,4.705882352941177,0.9341235294117647,ANTICIPATION
afford,76,4.907894736842105,0.8631552631578946,CATE
save,122,4.368852459016393,0.8541106557377048,JOY
competition,17,4.529411764705882,0.8073,ANTICIPATION
leading,25,4.92,0.921756,TRUST
noted,16,4.625,0.860275,CATE
prince,23,4.956521739130435,0.909813043478261,CATE
seals,17,4.705882352941177,0.9620411764705883,TRUST
engaging,145,4.924137931034482,0.9398068965517241,JOY
fuss,18,4.333333333333333,0.37653333333333333,ANGER
anxiety,34,4.970588235294118,0.9401382352941177,ANGER
impeccable,30,5.0,0.8542833333333333,TRUST
obvious,59,4.627118644067797,0.8487305084745764,TRUST
join,38,4.947368421052632,0.9638526315789473,CATE
cheap,134,4.873134328358209,0.868120895522388,CATE
sensational,20,5.0,0.89869,JOY
courtesy,21,4.476190476190476,0.7810047619047619,CATE
smile,62,4.935483870967742,0.9490645161290322,JOY
fight,67,4.865671641791045,0.7915597014925373,ANGER
terminal,130,4.492307692307692,0.8742892307692308,FEAR
punctual,17,5.0,0.915464705882353,ANTICIPATION
comfort,121,4.87603305785124,0.9481214876033058,JOY
prefer,27,4.851851851851852,0.8825962962962962,TRUST
magical,172,4.965116279069767,0.8788563953488372,JOY
sadly,33,4.393939393939394,0.5914484848484849,SADNESS
destination,35,4.771428571428571,0.8702542857142858,FEAR
shout,36,4.972222222222222,0.9438249999999999,ANGER
hooked,16,5.0,0.939275,CATE
immediately,177,4.711864406779661,0.8768694915254236,ANTICIPATION
emergency,20,4.8,0.8807200000000002,FEAR
silk,30,5.0,0.9320066666666666,CATE
pristine,62,5.0,0.913791935483871,CATE
loving,17,4.9411764705882355,0.9752529411764705,JOY
wound,20,4.55,0.790905,ANGER
center,75,4.906666666666666,0.9273373333333335,TRUST
continue,38,4.894736842105263,0.9247842105263159,ANTICIPATION
gracious,61,4.967213114754099,0.9423852459016394,CATE
fully,140,4.785714285714286,0.8717771428571428,TRUST
weight,203,4.615763546798029,0.9126241379310345,DISGUST
balance,73,4.575342465753424,0.8775986301369865,CATE
thrill,142,4.957746478873239,0.9329126760563381,FEAR
chosen,39,4.794871794871795,0.8805384615384612,CATE
courteous,240,4.945833333333334,0.9501541666666667,CATE
advantage,79,4.949367088607595,0.9583392405063292,CATE
kick,20,4.95,0.8501200000000001,ANGER
happily,43,5.0,0.9305674418604654,JOY
cap,19,4.947368421052632,0.9489210526315791,ANTICIPATION
fire,32,4.78125,0.9025749999999999,FEAR
main,131,4.633587786259542,0.8728793893129773,CATE
gentleman,43,4.674418604651163,0.847806976744186,TRUST
complaint,45,4.088888888888889,0.5960822222222222,ANGER
skillful,32,4.9375,0.934025,TRUST
energetic,17,5.0,0.9445470588235295,CATE
educational,92,4.967391304347826,0.9120945652173913,TRUST
holiday,117,4.786324786324786,0.9280666666666666,JOY
brother,58,4.896551724137931,0.9243,TRUST
forced,22,4.409090909090909,0.6592863636363635,FEAR
equally,46,4.804347826086956,0.9014891304347826,CATE
famous,72,4.833333333333333,0.8800305555555555,CATE
encourage,36,4.972222222222222,0.9252916666666668,JOY
forgotten,40,4.825,0.8061550000000001,FEAR
usual,51,4.803921568627451,0.9075039215686275,TRUST
credit,59,4.271186440677966,0.7920847457627117,TRUST
patience,24,5.0,0.9255083333333333,ANTICIPATION
pacific,70,4.942857142857143,0.923645714285714,CATE
entertaining,211,4.981042654028436,0.9435469194312797,JOY
remarkable,59,4.983050847457627,0.9336983050847457,JOY
educated,29,5.0,0.9142965517241378,CATE
maximum,29,4.655172413793103,0.7730379310344827,CATE
classic,35,4.885714285714286,0.9223685714285713,CATE
thoughtful,58,4.9655172413793105,0.9681775862068965,TRUST
graciously,22,4.954545454545454,0.9490999999999999,CATE
question,112,4.910714285714286,0.8797267857142858,CATE
refused,17,3.1176470588235294,0.03317647058823528,SADNESS
shining,23,4.565217391304348,0.8630521739130436,JOY
shot,87,4.804597701149425,0.8673816091954024,ANGER
fairly,68,4.588235294117647,0.934805882352941,TRUST
fee,49,4.6938775510204085,0.9020693877551021,ANGER
war,114,4.815789473684211,-0.7253921052631579,FEAR
die,161,4.832298136645963,-0.5274571428571428,FEAR
inaccessible,87,4.9655172413793105,0.9115413793103451,CATE
determined,33,4.545454545454546,0.9182818181818182,CATE
approaching,17,4.647058823529412,0.9560705882352941,ANTICIPATION
gut,31,4.67741935483871,-0.6404645161290324,DISGUST
diverse,23,5.0,0.7072347826086955,CATE
lie,19,4.526315789473684,0.7824631578947369,ANGER
boring,28,3.642857142857143,0.5740678571428571,CATE
peace,27,5.0,0.9705259259259259,JOY
accessible,105,4.876190476190477,0.9207133333333334,CATE
overwhelming,34,4.852941176470588,0.8677941176470588,CATE
epic,105,4.9714285714285715,0.9043838095238097,CATE
extraordinary,75,4.973333333333334,0.8912213333333333,CATE
resident,34,5.0,0.9094294117647059,CATE
school,38,4.894736842105263,0.9435394736842108,TRUST
providing,164,4.853658536585366,0.925384756097561,JOY
dirt,15,4.8,0.7479466666666668,DISGUST
white,85,4.694117647058824,0.8278070588235295,JOY
pull,20,4.85,0.9128550000000001,CATE
intended,32,4.875,0.918103125,ANTICIPATION
inclement,24,4.75,0.7633791666666667,CATE
glacial,91,4.956043956043956,0.9178351648351648,CATE
ahead,175,4.662857142857143,0.8987754285714287,CATE
military,41,4.902439024390244,0.9440365853658537,FEAR
ruth,458,4.960698689956332,0.8789443231441049,CATE
cooperative,27,4.851851851851852,0.9286148148148148,TRUST
cute,30,4.8,0.96728,CATE
extensive,39,4.897435897435898,0.9120538461538461,CATE
instructions,103,4.70873786407767,0.8717349514563106,ANTICIPATION
engaged,60,4.8,0.9220400000000001,JOY
