review_id,rating,review_title,review_text
review_ccb25da07452abe3256cab6b,5,One of the best parts of my vacation!!!,"I was in Kauai first week of Sept. with my wife for her 30th birthday!!!  Wanted to do a fly over of island.  Everyone suggested a helicopter, but I found it hard to pay $175 to $250 per person. Decided to go with Wings over Kauai for $125 pp and couldn't be happier!!!  The couple that owns it Ellen and Capt. Bruce are simply the best! Very nice and personable, much more of a intimate experience!! Capt. Bruce was very soft spoken and knowledgeable of the island and views you would see!! The flight pattern he takes you on really gives you a look of the complete island. It was about an hour, maybe little more, a smooth flight, smooth take off and landing!! It was one of the best things and or hours of our trip! Hard to say what is number one, because the island is so beautiful!!! Ellen and Bruce would definitely tie for the number one spot though! You get a picture of you in front of the plane, a dvd of the air tour, and the ladies get a little present too!!!  Ellen and Bruce we could not Thank You enough for making are last day on the ""Best"" island any better then you did!!!  So glad we did this!  Thanks again.."
review_8137a9327b436108570eb059,5,Best Trip Ever!!,"This was definitely one of those once in a lifetime experiences.  The staff at the hangar was awesome, our pilot was awesome, the glacier landing was awesome."
review_2bc589c7c891c8ca33ba00e8,5,Fun flying over beautiful Maui,"We had an amazing adventure. Eric made us feel comfortable & showed us some of the most beautiful sights of Maui, Lanai, Molokai! Loved every minute!!!🤙🌴☀️"
review_2a67dff0977ab1e1a6ec02e2,5,Safe & Competent Operator; Stunning & Unforgettable Scenery,"Kauai really can only be appreciated in its entirety from the air.  Ellen's ""Wings Over Kauai"" accomplishes the mission with safety, competence, and a keen appreciation for the customer's/passenger's perspective. Every aspect of the operation is run in a timely, efficient, and safe manner. The scenic highlights, running narrative, and even the background audio music, makes for a memorable ride. As a career aviator myself I was looking for subtle signs of safety and regulatory compliance and found the operation completely satisfactory.  Cheaper than a helicopter tour, but just as thorough - fully recommended."
review_0fb37d9b2df5130ddd5c05b4,5,Kauai is Beautiful,"We had Captain Shaydon for our tour.  He was very knowledgeable of the island and pointed out a lot of sites. We left the airport and headed clockwise around the island past our resort in Poipu, the the west side, the canyon, Napali Coast, north shore and cut back across the east side back to the airport."
review_598a68c9f23d23e090c4ac0b,5,Friday Harbor to Seattle.,A great way to get back to the city while enjoying the views and luckily for us spotting a whale or two!
review_6670c79b00ad8815fd89f5fb,5,The view from above,My wife and I had a fabulous flight with Captain Harry in the Waco biplane. It was a really comfortable flight and a super memorable way to see Kauai with views that few get the chance to experience. The open cockpit biplane is far more interesting for sight seeing and the views without any interfering windows are unique and ideal for photos. Great fun.
review_5074abaf42f29a145a8a6051,5,Life time experience,We had an awesome experience! The best way to look at all the island. The guide was very kind and very informative. I even got to drive a little! What a life time experience would do it again.
review_52501534372012e4dc126514,5,Beautiful Vintage Ride,Great way to see the beauty of the PNW.  Everyone we encountered at Northwest Seaplanes were accommodating and easy going.  Love the vintage feel and color of the planes. Would recommend to anyone wanting a unique way to travel.
review_3736353b5f070e2620e01919,5,Glacier landing with a lot of great information from the pilot,"We did the glacier landing tour, which was pretty cool and a good length of time. The pilot was very informative while we flew and answered all of our questions while we hung out on the glacier. He made a point to let each side of the plane see the views he was pointing out and allowed plenty of time for us to take it all in. We unfortunately did not get to see Mt Denali because of the cloud coverage, but I hear that is quite common."
review_2ba0f62f1bb34412facb5fd7,5,Hope I can do it again!,Spectacular experience of the islands and all their beauty.  Would highly recommend this tour and Eric was a great pilot and tour guide.
review_a2a33015403c8473896fcc4d,5,5 Star,"There was ""no"" favorite part, the trip exceeded all expectations. Lindsey and her staff were very professional. Steve, our pilot, was informative with his narrations and provided answers to our questions when asked. Would highly recommend!"
review_6c747674597f65b44f3632d6,5,Helicopter tour highlight of our trip,"This helicopter trip was the highlight of our trip to GC. I appreciated the safety protocols that they took to keep us all safe (temps, masks, screening). The pilot was informative about the different rock formations - we saw bison which was super cool! Would highly recommend!"
review_57b9e9bbf71390b43b540049,5,My recimmendation,"The flight was excellent. We were in the air more than one hour! You should see Kauai from above, it was amazing."
review_464d100a5dafafb0130bc800,5,Very Professional,Great trip - very professional with emphasis on safety. The pilot was professional and informative. Would recommend to anyone!
review_68b44875da25f81aea6ffa13,5,WOW!,My wife and I took a flight with Maui Plane Rides and we really enjoyed it!  We circled the entire island of Maui and the views were spectacular!   Pilot was a pro.
review_aca56d56abe7689fe282c16c,5,You're missing out if you don't book,"My girlfriend and I thought this would be the first thing to do before engaging in any activities on the ground.  This tour was amazing and worth every penny!  Even with some clouds and rain, you are guaranteed for a great adventure.  Having experienced this first once we landed into ITO really put a great perspective on the whole island and what it has to offer.  It made everything we done on the ground more meaningful.  Ask for Harry... He's an awesome tour guide with lots of flight experience and all the professionalism one can ask for."
review_0328629dc3c9cd6b2e373080,5,Spectacular,"This was a 10 out of 10 experience! Our pilot, Sol, is a native to the area, very experienced, and he had some great stories to tell while we were flying over the Misty Fjords. I can’t thank him enough for being a part of my family’s experience on a seaplane. ❤️"
review_9bcc3b4640f056e8a8bdd665,5,great trip.,Wonderful sightseeing plane ride. Matt was great pilot and host. Boys said it was the best activity on the trip.
review_88502161ff9ad68f73b4c322,5,Wonderful experience!!!,"Took the Canyon Adventure tour that consisted of a plane ride early AM over the canyon, walk into Antelope Slot, and float ride down the Colorado River.  Expensive, but hands down money well spent.  All 3 experiences were well guided and customer service was fantastic.  Light breakfast in the AM provided (yogurt, muffin, juice, apple, coffee) lunch in the afternoon (Subway turkey sandwich, orange, chips and kind bar).  Lynette, our Antelope Slot guide was AMAZING.  She was knowledgeable and showed us how to get the best photos of the canyon.  The river guide was also great but it was HOT and a little slow.  He made it interesting by pointing out neat shapes in the canyon and sharing history with us.  Went with a 10 year old and my 70 year old parents.  Everyone loved it.

Bring: 
Sunscreen
Bathing suit
Sneakers
Book or something for bus ride back
Water for AM"
review_a5656605bf7e6118c9e9cc30,5,Incredible views!!!,"I'm a local, and I won this flight off of the radio.
Making reservations was a breeze, they had plenty of seats available. Their webcam made it easy for me to monitor the weather before driving up from Wasilla. When I called that morning, they were able to give me a weather report so we didn't have to drive up if the weather was bad.
Check in was a breeze. I was a little nervous that my weight would be an issue. I'm pretty fat. But it wasn't.
Our pilot gave us a briefing and we loaded up in the Otter. Take off was smooth and we headed towards the mountain. The flight was perfect. There's was some clouds around the mountain, but our pilot worked around them.
The pilot narrated as we went.  I was able to get a lot of great pictures.
I'd do this trip again in a heartbeat, and I would recommend it to others."
review_f4d85892d3e54dcafe0d10fd,5,First time in a sea plane - didn't disappoint!,"The folks at Friday Harbor Seaplanes were friendly, communicative, and easy peasy to book, board etc. I would absolutely use them again for a trip to the San Juan's ... no doubt about it!"
review_3cc4ed7d33bbae3a208bc0a9,5,Best Choice by far!,"These guys were great! Super competent, professional and fun. It was clear that this was at the same time a very well organization but also light hearted and relaxed."
review_0b473275ae2324fa8603abd7,5,Best part of our vacation,This was a last minute add to our trip and will be the highlight.  Pilot.  Plane.  Seeing all the sites.  Beaches.  Waterfalls. Napoli coast.   Perfect.
review_d7363ca04bb287d27e5ef437,5,Amazing Time,We had a great flight - very smooth and comfortable.  My husband took lots of amazing pictures and we learned a lot about Kauai.  We saw many areas we wouldn't have been able to see from the ground.  It was worth every penny!
review_6d4db7769c6c8818002f8065,5,Great flight for six family members,"I chose this because we had a party of six including three generations. Though the helicopters go lower and closer, we loved the bird’s eye view and smooth ride. The pilot was great and we can highly recommend it."
review_c353c0da993b2c2671dd403a,5,Awesome Views!,"Though I must say I was not thrilled about the prospect of flying in a small plane (we did the bi-plane) it was an excellent way to see the entire island.  We took the one hour tour. The views were spectacular. The pilot was very informative and personable. We saw sites that were truly amazing; ones we could never have seen from the ground (and we did a lot of hiking!).  My husband says it definitely was one of the highlights of his vacation! I would highly recommend Air Ventures, from check-in through the flight, everything went smoothly. Pilot was excellent! Great adventure!"
review_26d7697caed5463ed13d62a6,5,Grand Canyon,Our pilot was provided a gentle ride with incredible views. Many of the sights could not have been from the rim. He was knowledgeable about the formations and history. I would definitely recommend this company
review_77b9496024598c04d80dd140,5,Great tour!,I enjoyed our tour over Kauai.  The family run business took care of us.  Unpredictable weather on Kauai caused us to reschedule and we were able to get in the next day.  The flight was smooth and you could hear well with nice noise canceling headsets.
review_3c89be8e6d65c50813baebd9,5,Flight of a lifetime!,"Do not leave Alaska without going on a flightseeing tour with K2 Aviation!  We did a 7 day Alaskan Cruise followed by 4 additional days driving around Alaska and this was the highlight of our trip.  The McKinley Flyer with glacier landing was definitely a great choice, we got to see the famous mountains and walk in knee-deep snow on the glacier.  I am usually afraid of heights and didn’t have any problems or issues on this extremely smooth flight.  Our pilot narrated our entire flight so we knew where we were and what we were looking at.  Make sure to take lots of pictures and walk in the tracks of the plane’s skis if you don’t want to sink into the snow!"
review_1752117cc296685288d02ef3,5,Glacier landing,"Excellent pilot, great views, personal treatment, knowledgeable explanations about the area, would recommend to friends"
review_81b933c7e15a3919467e3d50,5,Unbelievable!!,"Thank you so much for great service and lifelong memories! My son is so happy it was more than a week ago, and he can't stop talking about it."
review_e998df6ff2009a4d62092ba1,5,Beautiful,"Wonderful!!  First timers and this was the trip if on a short time limit.  Pricey, but there’s a lot of logistics going on to get everything coordinated.  Perfect time of year to go.  No big crowds and no extreme heat.  Everyday at some point I thanked God for such a perfect day!!!  The Grand Canyon cannot be fully captured by photos.  Just breathtaking.  Same for Antelope Canyon!! Amazing natural canyon!  The float was so serene and peaceful.  Just take it in even if it seems a bit long.  On our journey back to airport, a movie was shown, which helped that leg of the day go quicker!  Overall a great day!!!"
review_9bc58b345f1e58cd7137b462,5,Amazing,"Flight onto Denali, it was truly amazing! Mike, our pilot was so accommodating, went in between the clouds for us to get a look at Denali and how many people can say they saw the very top of Denali up close and personal. It was a beautiful trip to and from the mountain with excellent commentary on the surrounding mountains, glaciers and rivers."
review_d25ed322454e09defe6e7974,5,Sea Plan from San Juan to Seattle,"My husband and I decided instead of taking the ferry to and from the islands, we wanted a different mode of transportation returning to Seattle. We took the sea plan from Friday Harbor to Seattle (Renton), and it was great! Our pilot was friendly, knowledgeable of the land and history, and told us facts and stories as we flew over different areas. It was a unique way to see the area, and we are very glad we did it. The trip was approximately 45 minutes; it was smooth taking off and landing and felt very safe. We loved it!"
review_d9b8815335c7b20d06e0bfbf,5,Incredible,"Amazing experience, Eric was incredible and made us feel so comfortable and safe. The views were absolutely an amazing, it’s a must do!!!!"
review_028c21bc90a0dfe1f6761d46,5,"Great trip, punctual airline","We chose plane due to size of the Grand Canyon. Very happy with the choice as plane gives better coverage. Yes you can get helicopter rides covering same distance, which are 2x the price and not as relaxed. Multiple language options are provided and we had a great pilot. We flew in the Cessna Caravan which is smaller and everyone has a window seat. Grand Canyon Scenic Airlines was well organised, punctual.Before booking I read some complaints regarding cost - which I don't think are fair. Pricing is competitive also compared with other locations / countries. People also complained about cancellations. Always book this kind of trips early in your stay. Weather and equipment can cause delays and cancellations, just like any flight you book. We were lucky as the day before the canyon was filled with smoke from a wild fire.So book early and enjoy your flight!"
review_67d1804a54bfdcee049173d2,5,BOB and CHEF CHRIS GO TO THE CANYON,"Very professional staff, pilots, and attendants. Enjoyable flights and on time all the way and the package includes all ticketing. Wyatt was a great and knowledgeable guide with outstanding piloting skills"
review_b4cb30b33ca32dd0eb6d3276,5,Best way to see Kauai,Air Ventures is by far the best way to see all of Kauai. Because of the lack of road access to large portions of the island the only way to see those parts is by air or water. Forget getting sea sick in 10 foot chop. Take a relaxing ride with Air Ventures.
review_946cc9450a50f30f0af264fc,5,Amazing sunset views!,We just got done with the ride and Eric was great! Lots of knowledge of the area and the views were fantastic! Such an unforgettable experience!
review_3a961452dee0d8ae36cc41e3,5,Awesome!!!!!!!!,"We had such a great experience with Talkeetna Air Taxi. Highly recommend. Our pilot,Chris, was top notch!"
review_94c0e25e28df8a8368c9de83,5,fantastic flight,"only negative thing was the late pick up. there was a delay of about forty minutes.
other than that the experience was great.
the seaplane was great, something we havent done before. we flew out over the golden gate and then back over the city. the views were superb and the city looked fantastic from the plane.
reccomend this over helicopter trips as the experience is unique."
review_e08611f2d6a768d54a7c8298,5,Fantastic,The views were incredible. A really different perspective on many popular sites. Pilot Nate wa fantastic. Although he looks really young you can feel he knows what he is doing when  he is in the cockpit. The other where crew where amazing also. Super kind and helpful.
review_c707a808f642abfa36f36c84,5,PLEASE ADD TO YOUR TO DO LIST IN MAUI  !!!,"Me,my wife and my 10 year old daughter booked a plane ride with Maui Plane Rides from New York for the second leg of our Hawaii trip.The plan was that my daughter could learn how to fly the plane.
I booked with Martin who was our flight instructor and what an amazing guy is he.He was so patient with my daughter,he gave my daughter instructions and helped her fly the plane most of the time.My daughter enjoyed flying the plane over the beautiful islands and blue pacific ocean.We circled over Maui,Molokai,Lanai
Martin is a very good guide,he explained each and every story behind the islands.
We had a great experience as a family ,specially my daughter who was happy and ecstatic and actually hugged Martin post our tour.
I highly recommend flying with Martin and Maui Plane Rides.It was money well spent and we had a great time.Last but not the least i want to thank our Flight Instructor who is a amazing person and was so patient with my daughter."
review_3fabab1c18329fdb94e0581c,5,Prelude to an AMAZING Spiritual Experience.,"The day before my Air Ventures Hi flight, I had an amazing conversation with a helicopter tour across the street. I was the 1st for the next tour which required 6 passengers. No one showed so my tour was canceled. They suggested I might take a drive up the Waimea Canyon and rebook my flight. I did take that drive. On the way back to rebook my flight, I saw the fixed wing flight with Air Ventures and After speaking at length with the bi plane pilot, chose to took that tour instead. Our pilot was amazing with his historical knowledge of the island. And yes as was suggested, I was able to see the places that I had driven the day before. (As we flew around the point at Poipu, i could literally see the sliding glass doors to my room where i was stayjng.) I hope to return to Kawai in 6 months At which time I plan to take the bi plane tour With Air Ventures Hawaii.
My trip to Kauai was my fulfillment of a dream to return to Hawaii after having been in the military in the Hawaiian Island chain 40 plus years ago. My trip began on Veterans day and i enjoyed my 63rd birthday on Kauai. My 10 day trip to Kawaii involved the drive up Wiamea Canyon, The fixed wing flight over and around the island and a 5 hour kayak tour up the Royal river with a one hour hike into the rain forest to The Secret waterfall. I can only hope the reader will experience the island energy AND the island love from both Thee Island And Her prople the way I did. Again, much about my experience began with the fixed wing flight over and around the island with Air Adventures Hawaii. Yes I will do it again...in rhe bi plane next time....
Aloha and mahalo."
review_71d3b5c406bc5de406a1061a,5,Beautiful flight experience with a great company,"My sister and I took a flight tour to the Ruth Glacier with Talkeetna Air Taxi during our recent trip to Alaska. We had booked in advance but the day of our flight was rained out. Talkeetna Air Taxi gave us the option of rescheduling for our next available date (they were totally flexible with our itinerary) or completely refunding our deposit. We chose to reschedule and were glad we did! We did the southside tour with glacier landing. I would highly recommend adding a glacier landing to your flight if it's in your budget. Total tour took about 90 minutes from start to finish. Our pilot was experienced, informative, and friendly. He pointed out wildlife along the way and afterwards showed us our flight path on a map in the office. Talkeetna Air Taxi is a professional and well-run operation with great customer service. Definitely check them out!"
review_7bc82d15aec5fa59a5c358d0,5,Great Biplane tour!,"You've got to give this a try. Kevin made sure we had a great time. He is not only a great pilot and tour guide but will also give you any island information you need. Skip the helicopter and give this a try, Kevin will make sure you have a unique experience. A very different view of the island."
review_6fb64c037e4a0cccdd6fc116,5,Great Air Tour!,"We took the Air Venture tour with pilot JT and had a great experience.  The pilot gave information on the region and sights along the way, and the tour provided cool towels and water for passengers.  My husband and I are celebrating our honeymoon and wanted to do an air tour, and decided this one because it was an airplane and not a helicopter.  We thought this might be the safer approach and were happy that all passengers have a window seat so everyone gets a good view.  We would recommend this tour to everyone for a great way to see the beauty of Kauai."
review_4fa42a9c61420d4285b7e9eb,5,Fly over,Very much  enjoyed our fly overbi Kauai.  Justin was very informative and it was a relaxing adventure.
review_d73c3c9fc717a65703c2e31e,5,Great experience!,We did the shortest tour (not sure if I labeled correctly on review) and it was epic! We saw tons of nature and plenty of awesome landscapes with Denali. Our pilot was knowledgeable and friendly! Would recommend to anyone as a day trip on the way to or back from Denali!
review_09a50daf7a3bbf54b0de94df,5,Best vacation ever,"Flight was amazing and beautiful. Our pilot was professional, courteous and informative. Wonderful time was had by us and friends"
review_a1893734f9e4b2ed755e8215,5,Drop off and pickup in the Amphitheater to stay at the historic mountain house.,"We had a great experience, as always! Great pilots, great staff, reliable and flexible service, excellent communication!"
review_69b44dac34b50350cfb373aa,5,Fantastic Day,"Steve, our pilot was sensational.   We were greeted by name, promptness, and courtesy.  They took our bags and explained the flight procedure.   Steve pointed out areas of interest as we flew over Seattle to the San Juan Island.  He even circled around a pod of playful whales to give us a better look.   It was a smooth flight and a fun day for our whole family!"
review_08356f346161e0f9e877f0eb,5,Scenic air tour of Kauai,"Beautiful clear skies over the island to see that magnificent landscapes and costal areas of the island.  Great way to see the many canyons and waterfalls. 
Lucky to see some groups ot Humpback whales out to sea and pilot took us down for a closer look.  Excellent commentary from the pilot describing what we were seeing throughout the trip.
Highly recommend the tour and AirVentures."
review_a55ed73fced14a3fddf0a90e,5,"Awesome, Worth Every Penny","This is the best activity you can do in Kauai.  Going up in the air lends you access to places people cannot set foot onto otherwise.  I am so glad we booked with Wings Over Kauai.  This small company is run by husband and wife, Bruce and Ellen.  Ellen was so incredibly helpful during the booking of the trip and once we got there, she was so friendly with all smiles.  The flight was so unbelievable personal!  It was Bruce the pilot, myself, and my husband.  We each got headphones to hear Bruce's narration and to ask questions.  We learned SO much from Bruce - he was an agriculturalist-turned-pilot so we learned so much about plant life and planes that I felt smarter when the flight was over.  The other helicopter  companies are VERY obnoxious and overly glitzy.  Go with the real deal!"
review_aeffe92844e0341d0482bf45,5,This great planet you must see from this perspective,"A truly exceptional experience to fly above one of out planet's greatest wonders.
They are a highly professional team and courteous to boot.
With trepidation I embarked on the journey on my own and it took a good 30 minutes to adapt to being buoyant over the vastness below.
Helicopters accelerate with their nose downward and that was like the most difficult part as well as the turns! Be forewarned  but do not be dissuaded. It was a fantastic experience and I can't wait to do it again. Especially with Toon at the helm, an experienced and knowledgable pilot who made our tour all the richer. Also the friends you meet will warm your heart.
Tip: Leave a tip to the pilot, he goes beyond his duty to make your visit memorable and safe.
Tip 2: if possible choose the 9.5 hour helicopter / river tour or the Sunset ride. I was left wanting more! 
I've not posted pics because the ones here are formidable."
review_f73d578b77065f5eda68b5bc,5,Trip of a lifetime,Best trip ever. You don't want to miss this. To be able to fly so close to the mountains and land on a glazier is just amazing. Pilot is very knowledgeable. The employees are great and so helpful. Plan your trip early on your vacation in case of bad weather you can reschedule. You don't want to miss this!!!
review_13f4ed29bbfcff2c082a87b1,5,"Incredible, best tour I have been on, would definitely do again!","Bruce and Patti offer incredible service, an extraordinary experience at a very reasonable price.  My family had 3 adults a 3 year old and a 6 month old on our flight.  Bruce and Patti made all,of us feel comfortable and made the experience great for the kids.  The flight is over 60 minutes of airtime and gives you a view you could never get by driving.  I would recommend doing this early in your trip as Bruce will point out different areas you will want to hit on your trip.  This is definitely worth doing!"
review_dd190f35485a9ae479d8034d,5,Words can't describe,No better way to get a feel for the whole island.  The family run business is an outstanding value with a personal touch. A great value - especially compared to the helicopter.
review_e0e47f50f3d3155947b62dd2,5,Missed Flight,While we missed our Summit Tour with Glacier Landing due to the weather conditions this company was great to work with - both before our trip and once we arrived.  They kept us informed about the status of the flight and we were so disappointed to miss it.  We will be make and make the highly anticipated flight.
review_e1f5641fe5a7edba898ab652,5,Wonderful tour of Canyonlands and adjacent area,"We totally enjoyed our two-hour flight over Canyonlands and immediate areas.  Our pilot, George, was very informative about the areas we were viewing, history and geological information about them, special sites, the altitudes at which we were flying and general information about the plane (A Cessna 210)."
review_e26627cf73896a8ebbcedf7c,5,Maverick Helicopters is a great grand canyon experience - must do in Las Vegas,"We got there, checked in, they were very polite and the Helicopters were very comfortable. Please be punctual, otherwise your transfer will leave without you. 5 stars for Maverick"
review_6b7c5fd9b7037de534038304,5,The Best of our trip to Alaska,I wish you had more stars to rate out K2 Aviation experienced.  It was a once in lifetime experience.  We landed on Pica Glacier on a beautiful sunny day.  We even had a marriage proposal on our flight.  It was perfect.  We spent so much money on our trip we almost didn't book the flight.  No matter what else you do in Alaska book this flight.  To top it off there was a young moose crossing the airport runway.  How perfect is that!!!
review_a661c0e047e21c427b961f5b,5,Views Views Views,"Views For Days!! Our Pilot Sergio was the best! Definitely Recommend, can’t wait to do it again! The ride was smooth, the weather was great and the company even better."
review_8f4a36a122d2c9edced0569b,5,Wow wow wow,"Great summit trip....with base camp glacier landing.  Visibility was amazing.  Most amazing experience and activity we did in Alaska.  Chris was our pilot, extremely knowledgeable and bvery generous making sure everyone got great views....this was not a quick up and down where you felt like you didn't get your moneys worth.....totally amazing"
review_5c62c51e6e900a7e97a2f756,5,Great Flight,"Beautiful flight from Lake Powell to Moab.  Our pilot, Chip was great, pointing out interesting landmarks. Thanks!"
review_36953d68cda5289c30e61f76,5,This is a spectacular tour.  This was the highlight of our trip to Maui.,"This was one of our favorite tours.  The views were spectaular and our guide was very informative about the views we were looking at.  I thought I would be nervous but our tour guide put us as ease.   My daughter, husband and I love, love loved this plane ride.  If you go to Maui you will need to put this at the top of your list of things to do while you are there.   I can't wait to go back and book this tour again!"
review_22fd99c92fc3f656979268bc,5,Spectacular!,"The views were breathtaking, flight gave a true perspective of the Alaska landscape, and touch down on the water was pure fun!"
review_63c95c18f52ebddff67df7b4,5,Seaplane Excursion Chuck is GREAT,We had a wonderful experience flying with Chuck when we were in Ketchikan. He calmed our nerves and we could tell he was very experienced. His plane was absolutely perfect. He gave us a lot of information about the area and was great with the kids. My son sat in the cockpit and got great footage on his go pro. His girlfriend was scared and Chuck was very attentive to her needs. She got passed it and had a great flight!! We highly recommend Chuck to fly anyone!!
review_bbebea7d5a45f7ae5fa6ac6b,5,Great narration and comfortable flight,"We had a wonderful pilot (Billy) that was professional, knowledgeable of the history, geography, and very personable. He gave us the safety briefing and kept us informed of where we were flying and allowed us to ask pretty much any question during the flight and on the glacier."
review_1776233371627a92b0294119,5,The only way to see Canyonlands!,"This was an awesome tour! Canyonlands National Park is very large and diverse, so the best way to see it is by air. The plane we were in held 6 passengers which was a perfect size. Also, everyone gets a window seat to ensure you get to see all the wonders if the park. Our pilot, Kim, was a very skilled pilot and knew the area well. We saw many amazing arches, many different landscapes, and learned more about the area. We would recommend this tour to everyone coming to Canyonlands!"
review_f41ced6c28445a8fe5b0c17c,5,Amazing and very personal sightseeing flight,"We booked the Combo Tour with Wings Over Kauai. Gina, the lady in the office, is super nice and welcomed us at the airport. You get free drinks and the atmosphare is very familiar. 
Our pilot Captain Doug was outstanding! He showed us all these great valleys and beautiful waterfalls  and you can ask him  questions via headset during the flight. He knows everything about the island! 

If you want a special tour with small groups and see all the valleys of Kauai you can't hike, I can only recommend Wings Over Kauai! 

Thanks again Gina & Doug! We really liked it,

Mona & Selina"
review_cba152ca9e0415f893367579,5,My favorite pilots,"Elbert and Jason were a few of the very first pilots I had ever flown with, and they are such amazing men. Amazing pilots, friendly, and they know the bush of Alaska like the back of their hand. Alaska Bush is an outstanding outfit and they always make everyone feel so welcome and right at home."
review_8bc1b2687422b4ed19d88cf4,5,Amazing!,This was a great experience! We got to tour the island with Desi. She was so fun and knowledgable about the island! The entire staff was so friendly and helpful. We saw amazing views of the island and had a blast! We would definitely do another tour with Air Ventures Hawaii!
review_151a2ed01de99e0cd3cde4c9,5,Spectacular,"My favorite part of the experience was seeing the sea cliffs and water falls. Also, I loved seeing my husband having an opportunity to assist with driving the plane. It was all around an amazing experience. Eric was so accommodating too."
review_e24794314fee6c7b8585e9cf,5,amazing views,"We had a great time on this adventure! Flew with another couple, and the four of us fit well into a small 7 seater plane. Tim was our pilot and guide, a great guy with tons of experience and stories, and a great host. We flew over Arches and Canyonlands and loved every  minute of it. Would recommend this highly, especially if you want to see a lot more than you could hiking."
review_18a947efb02198d7b89d248f,5,Spectacular Awesome Inspiring,What an amazing day touring Denali and landing on the glacier!  Truly amazing and beautiful and expertly experienced with our pilot LeAnn. This is an absolute must to really feel the majesticness of this range which also includes Foraier and Hunter Peaks.
review_055ba5640d4297742f5c58ba,5,Grand canyon trip,"We did a tour of the grand canyon via plane, then took a helicopter down into the canyon, did a boat ride on the river then skywalk and had lunch. Our pilot Wyatt was wonderful. Once in a life time visit and it was wonderful.  Highly recommend Westwind ."
