review_id,rating,review_title,review_text
review_4f51f3465ac0bd137a98f9eb,1,Terrible company cancelled with no notice,The seaplane company called the night before and cancelled the trip for my son and me. They said they were overbooked but we had booked weeks before. Also i asked why they had left it until the night before to call surely they knew they were overbooked long before. My son and i had only 1 day in Seattle and were extremely disappointed. We are still waiting on our $700 refund from Tripadvisor . This is a terrible way to treat people.
review_7e4c769eacb09e8be1a32d03,5,excellent team,"We have flown with several different services to Roche Harbor on San Juan Island
and we prefer Friday Harbor Seaplanes : the team are all very personable, helpful,
accomodative to our needs - its been a great comfort to work with them - from extra time flying over city highlights, to circling whales when they show up on our route, to scheduling times - we appreciate their personal, family approach  Todd"
review_6156ccd88f392b21de3b4908,5,Fishing Trip 2019 to Barkley Sound Eagle Nook Resort,"I have been to the same resort 8 years in a row and we have flew into Vancouver then flew in from there to the resort by float plane and we have had issues in the past with planes, times,or just not willing to fly in if the weather/cloud ceilings were low. So I decided to fly from Las Vegas into Seattle and float plane into BC from there. It was the best experience of all my trips, as Shane's staff greeted my party of 10 at the airport with a very nice van for the short ride to the Sea Port. The check in was very easy and the waiting room was decorated very nice with all kinds of memorabilia. The plane ride there was great and only took 1:55 minutes with stopping once in BC to check into customs and continue on to Eagle Nook Resort. The pilot was very good at his job and extremely nice. The return flight was great and it only took 1:15 Minutes to get back to Seattle. Overall I would highly suggest Northwest Seaplanes to all of my friends, customers, and clients for their travel to BC areas for Future fishing trips or sight seeing in Seattle.

Thanks Shane and your staff."
review_9f9d62b99552657a136a55ab,5,Seaplane Charter to San Juan Islands,"Part of our family vacation this year was an overnight trip to San Juan Islands, and what better way to get there and back than a seaplane!  This was awesome.  The flight is about 45 minutes and offers the best view in town of downtown Seattle, the Olympics, Mt Baker, and lots of other beautiful areas on the way up and back.  There was an error made in our reservation that had the wrong return date, which we didn't realize until they called us to see why we didn't show up.  Their office worked it out with no hassle to get us on a flight back the next day the way we wanted.  Absolutely worthwhile to travel this way."
review_aad1475f0d24f59cc1b5bc8b,5,"So much fun, try it!","I booked a flight with Friday Harbor Seaplanes from San Juan Island to Seattle, I was excited for the adventure & thought a flight on a seaplane would be a fun way to end my trip to the San Juan Islands, it turned out to be 1 of the highlights of my trip! Hope to fly with FHS again 1 day!"
review_176ad8eab21eb292f98accba,5,What a great way to travel!,"We spent a weekend on San Juan Islands, and the seaplane ride there was definitely a highlight of the trip! The plane is fantastic, and our pilot Shane was even better. Along with a smooth and scenic flight, he provided commentary on the landmarks and history of the area. Well worthwhile!"
review_cdfb30308f4301fae846c380,5,Best way to get to San Juan Islands!,"We traveled to Friday Harbor and back to Seattle with Friday Harbor Seaplanes and they were accommodating and such a pleasure to deal with from start to finish. Before traveling to Friday Harbor, we were arriving at Seatac from the east coast, but our flight was seriously delayed.  When I called Friday Harbor Seaplanes, they were able to easily put us on a later flight out to Friday Harbor and cut our stress level down to zero! The flight to Friday Harbor on the seaplane was so much fun, and we even spotted a pod of whales playing along the way.  Our pilot circled for a few minutes so we could enjoy whale watching and then expertly landed us in Friday Harbor right at the docks.  This was such an easy and fun part of our trip that I wouldn't hesitate to use this company again!"
review_1a40b7366c1df323a2059968,5,Wonderful trip,"Captain Jack was wonderful as he flew us over the Grand Canyon. The tour had an audio component, which was just informative enough but not overdone. The views were stunning and truly magnificent."
review_ced58d8c691f443c16cbfe37,4,"Gentle flight, lots of glacier information.","It was beautiful, couldn't see Denali but tried. The pilot was very knowledgeable about glaciers. Some of it was so technical I couldn't follow along but it was really neat. I get motion sickness and I did not feel unwell on the flight.  It was about 1.5 hours from wheels up to wheels down."
review_6fbeaf457ee807a3d63481cd,5,Put this on your bucket list,"This was the once-in-a-lifetime trip for my wife and son to see Mt. McKinley/Denali and we had an AWESOME time.  The pilot, Pat A., had over 17,000 flight hours and made sure we were well aware of what to expect and what maneuvers were ahead.  He was also well-read in the geology of Denali Park and the glacial formations.  The weather was clear and calm (one day out of 366) and we were able to get close to the mountain face.  To top it off, K2 gave me a NICE military discount.  Thanks for an unforgettable experience!"
review_f0ee2cd886f1308d732e265f,4,Flight with Teens,"The flight was great and seeing the glaciers from the sky was beautiful.  My husband loved the experience in the small 1965 plane and my teens took tons of photos!  Our pilot was great and very informative.  The only drawback for us was the weather didn’t cooperate, so no peak sighting or glacier landing, but no one can control Mother Nature."
review_2a211e66566d9506094042c7,5,Breathtaking Opportunity!,"My family of 5 ranging in ages of 18 to 73 embarked on this amazing flight in March 2022.  I admit I was a bit nervous as flying can bring anxiety sometimes but Billy - our pilot was GREAT!  He informed us about the flying experience before we headed outside to the plane.  Once outside by the plane, we had additional instructions and it made us all feel quite secure.  We were given headphones so Billy could talk to us, ask us questions, and let us know what we were seeing as we flew overhead.  
We were blessed with a cloudless and BEAUTIFUL day.  Seeing Denali up close was breathtaking.  The time went by so quickly and we are grateful we had the opportunity to experience these mountains upclose and see the glaciers from above.  
we highly recommend this tour."
review_fa5c178f0540c8c621211eb6,5,"Beautiful views, unforgettable Alaska experience","My daughter and I had a great experience with our flight with Chad. He made sure that we are very comfortable during the flight, views that we saw from the plane were amazing and exceeded our expectations on every level.  We were hoping for a landing on glacier, but due to the weather conditions it was not possible. Despite this our flight was very memorable and we would definitely recommend K2 Aviation."
review_6c89ecdf05add32f2e5cb9a7,5,One of the highlights of my 2-week trip,"I was able to squeeze in a quick tour at the end of a two-week trip after my flight home was delayed a day, and I'm glad that it worked out - this tour was one of the highlights of my trip. Flying over and around the mountains was an almost surreal experience, even after having spent 8 days backpacking through the wilderness just north of the same mountains. My pilot and guide Chris was knowledgeable, accommodating, skilled, and very friendly - his steady piloting and narration throughout the trip added to an already amazing trip. I can't recommend this highly enough - I'll remember my flight for the rest of my life and am already looking forward to a future opportunity to re-live it."
review_5e434da02b38cf19550a807e,5,The red planes look amazing in photos!,"There are a few things that set this trip apart for us;
1.) Our pilot, Chris, gave us one of the smoothest flights I have ever been on (sorry Delta).  I wasn't necessarily expecting a bumpy ride but I also never expected it to be so flawless.  The take-off and landing were almost effortless.  I also appreciated the narration by Chris.
2.) You guys, the red plane looks absolutely stunning in every photo we took.  It's only August and I might as well start making the Holiday cards.  If you are torn between two companies, choose the one with the red planes as the color will simply pop in every picture you have.  And if you are really thinking ahead, throw some Santa hats into your luggage and stage the perfect Christmas photo right there in Alaska.
3.)  Do the glacier landing.  I struggled to bite the bullet on this with our family of 5 but after a week in Alaska and lots of spendy excursions, this is the one I truly don't regret. Worth every single dollar.  We did the most basic flight but added the glacier landing and it was everything we could've dreamed.

Enjoy this amazing part of the world."
review_ff53fc07f1b4dad74f413aa0,5,Mind blowing experience - MUST DO!!!!,"Wow...hard to explain such a mind blowing experience. I am not a person with a lack of things to say, but this trip left me speechless.  The feeling of being so close to these majestic mountains that were so far away from our hotel is amazing.  Your mouth will hurt from smiling so much. Our pilot EO, was so fun and knowledgeable too. He answered all of our questions and even pointed out base camp so we could get a feel for how high we truly were.  WELL worth it....I can't wait to do it again!"
review_254f46e4a5fb0f6c7e0c50cd,3,"Good views, average experience","I am rewriting this review, as my first review was softly forced.  The pilot stopped the golf cart near the hangars and asked us to click the links and do the review on the spot…and then he checked our phones to see that the reviews were completed with a thank you screen showing.  While I understand they need reviews as a small business, soft forcing and checking doesn’t feel like it’s the right way to do it.  I’ve been on other plane tours around a couple of the other Hawaiian Islands, so I have reference points for comparison.

Pros:  We did a custom tour, which is supposed to be a combination of two tours, with circumnavigation of Maui and a tour of the surrounding islands.  The views of Molokai and the surrounding area were fantastic.  The pilot, Eric, was skillful and we felt safe.  He was a nice guy and tried his best to be a good guide.

Cons:  (1) I feel like the price of our combined tour was a bit high (around 1250 for two people) especially considering the total time was only about 1.7 hours, which is about the time of just one tour.  I feel like more time could have been spent around west Maui , Molokai/Lanai and Molokini rather than Hanna, which is comparatively not that impressive.  I would not recommend our tour to others, based on my experience and at this price point.  (2)  They could use newer planes.  The current single engine plane (Piper Archer) is very old.  The exterior looks old and the interior is in rough shape.  Again, it was safe, but the plane could at least use a new coat of paint, the seats need to be re-upholstered and the interior needs a good cleaning/vacuuming and wipe down.  Also, the control pod of my headphones was coming apart with interior wires showing, and all the headphones had earmuff covers that were dirty and almost coming off…they could use disposable ear muff covers and mouthpiece covers…these things are very cheaply available on Amazon.  Finally, the pilot’s clothes looked like they were not washed for weeks.  Again, I think the pilot is a nice guy and I have nothing against him, but both my wife and I noticed this and thought it was strange.  Cleanliness is very important…it’s the first things people notice and experience.  These are simple things to fix.  (3) They really need a shared office or at least a hangar where customers can sit down and wait and get checked in etc.  It seems all they have is a parking spot on the tarmac and a golf cart that they use to get customers directly from their cars.  This is ok, but this is just a tip based on what I’ve seen with other tour operators.  

I would recommend this company over a helicopter tour because it is better for a small group.  However, I would like to see some of the things I mentioned to change.  They have been in business for 7 years.  So I feel like some of these things should be addressed for their benefit and that of future customers.  All they have to do is go experience some other airplane tours on other islands (like Kauai for example) to get more tips on how to improve."
review_a7368b502923fca015488011,5,Incredible!,"Such an amazing experience! Can’t recommend this enough, you will see the island like no other! My boyfriend and I went together, he’s 6’8 and we were a little nervous about his size,  but he fit perfectly and we had the best time! If you have any reservations about this experience don’t, book immediately! Also Eric was the best overall and his landing and knowledge was impressive!"
review_26666fb5871f5009a89cc1e1,5,“Must see to be believed”,"This is definitely a “must do” excursion while in Maui. From start to end, Laura (our pilot) made our sunset flight an unforgettable experience. The views and the spectacular colors of the sunset truly need to be experienced from the air. Highly recommend!"
review_98e74ad69a88380b69ce727c,5,Great romantic trip,"The tour guide Eric was not only friendly, knowledgeable, and patient, but also a skillful pilot. With his incredible skill, we were able to witness the sea cliff from an impeccable perspective. With his patience, we were given multiple chances to take pictures, haha. Great experience, worth spending time with the ones you love."
review_536e18c70c45f6079ab4ba5b,5,Trip was amazing Eric was wonderful positively wonderful take this trip. We love this this is a must do on your trip to,Trip was amazing Eric was wonderful positively wonderful take this trip. We love this this is a must do on your trip to Hawaii you say everything.
review_da5906a18a3d4524aa1c151f,5,Intimate,"The flight was interactive, as if we were flying the plane, Eric informed us on history, geography, and cultural importance on the island."
review_a15b565f6bbac9f317cc2336,5,Air tour,"Booked the day before going, very last minute. Everything worked perfectly- from start to finish. Relaxing, beautiful, and breathtaking views that you can’t see without a plane! Liked hearing about the islands too. Pilot loves his job"
review_e01e7e33a2e53a8b8dad0eb6,5,Float Plane and hike to visit bears salmon feeding,"This was the best part of our Alaskan cruise. The float plane trip was exceptional,  but the walk through the woods and viewing the bears from a platform was the most thrilling experience.  Our guide Mark knew about the local wildlife and forest plants and trees. Mark had extensive knowledge of bear behavior. I felt safe the entire trip. Only small groups are allowed to visit. Mark made sure we all were able to see the bears; pointing out bears in the woods, creek and waterfall. The trip was magical."
review_17e1e5a0467c1f5d4bc7b3e1,3,Nice fligth but limited things to see,"We took Taquan Air at the back end of an excursion to George Inlet Lodge. It was only a 20 minute flight and they flew, most likely, what they had been contracted with for our crab tour. The flight was nice but fairly uneventful. Saw water, trees, more water, more trees, a water fall and shore line. Not much for narration from pilot and actually flew a loop so we saw some things twice - thrill. If we ever used their float plane again we would look at longer flight to see more things like we did the day before in Juneau."
review_46247e5fecb1a54a289ccadb,4,Beautiful way to see the fjords.,Pilot not very talkative but the view was spectacular. Would recommend if you want to see the beauty of Alaska.
review_e68e4472a8fa5075641e96df,3,Float Plane Trip,"We booked our round trip flight online and the people were great to work with very helpful and answered all questions repeatedly. We flew on a scheduled flight to Edna Bay Alaska and had the trip coordinated with the arrival of our flight in the morning so we did not have to sit around or spend the night in Ketchikan. I called when our flight was approaching the gate at the airport to let them know we had arrived and that they could come and pick us up from the dock below the airport. We got down to the dock immediately after getting off the plane and standing on the dock. I called again to let them know we were now on the dock and they said a boat would come pick us up. Their business is on the opposite side of the river from the airport.  We waited saw several Taquan float planes take off. I had to call again to let them know we where at the dock waiting and finally a boat came to pick us up. We we got to the desk and told them who we were we found out the plane that we were supposed to be on that was being held for us to get on after we had arrived had already left. There would be another flight in 2 hours. No one came to talk to use and explain why the plane had left, you could overhear a lady in the back state she had screwed up made a mistake. They were sorry but that was it. We waited and finally got on a Beaver float plane. The trip was pleasant. We flew out of our location two weeks later on an otter float plane. They had information about the plane printed up and it was interesting to find out about the history of the plane we were flying on. We made two stops before arriving in Ketchikan so we did get to see some sights."
review_4511d8eaf3229db4ead0a471,1,"Worst service, will not recommend since they discriminate","We were very much looking forward to this tour when we booked it from Holland America. When we took the tour, 3 other groups left at the same time. We were group of 5 and was only given 5 minutes once the seaplane docked at Misty Fjords whereas the rest of the groups got 15 minutes. When we asked the front desk of Taquan air why we were not given 15 minutes they did not have any answer and they told us that it was up to the pilot. If it was up to the pilot I am not sure why we were discriminated when we paid the same price. If I could give 0 stars I would. Avoid this tour operator, they will not treat you right and you wont get value for your money."
review_442bd14270e4cf874af0ab43,5,"Anan Creek Bear Viewing Tour our of Ketchikan - Excellent Flight, Outstanding Guide","Last year, Taquan (pilot Dave and guide Mark Phillips) did an excellent job at getting us to Anan Creek.  However, due to our ship's limited time in port last year, along with poor tidal conditions, we were not able to actually get to the trail head and take our tour.  This year, we again booked our Anan Creek tour with Taquan and we were not disappointed.  From the bus drive to their terminal, to their check-in and flight briefing process, to the flight itself, and to the tour guide - Taquan offers a safe, informative and exciting tour.

The checkin and safety briefing process was thorough, yet efficient (quick).  We met with our pilot, Eric, immediately after the safety briefing, and he walked us down the pier to our plane.  Eric got us situated on the plane, and then our tour guide arrived.  To our pleasant surprise, our guide from last year - Mark Phillips - was again our guide this year!  Within a few minutes we were skimming across the water and taking off from Ketchikan.  Eric provided some commentary on various landmarks while we were en route to Anan Creek, and Eric's 45 minute flight from Ketchikan to Anan Creek was smooth and comfortable.  At one point as we got near Anan Creek, we encountered a rain squall, and Mark and Eric communicated and made some adjustments which ultimately allowed us to safely land at the Anan Creek landing site.

For any tourists taking a float plane to Anan Creek, it is important to be aware that at low tide there can be significant logistics regarding where/how you get to the Anan Creek trailhead.  When we arrived at Anan Creek, it was low tide - and Eric brought the plane to a small dock that was far enough off shore to avoid grounding the plane.  Taquan had arranged a small boat to transport us from the dock to the shore, and that worked out very well.

If you remember any tip from this review, it is this:  if you want to avoid the potential hassles and delays of low-tide arrivals at Anan Creek by float plane, make sure ahead of time that your pilot knows to putter into the entrance of the creek where the water is deep enough (even at low tide) for any float plane to drop off passengers just below the ranger briefing station.  It is not worth your time, or the risk of grounding, to make land anywhere near the docks or the hut.

Let me say here that our guide, Mark Phillips, was awesome.  Mark was friendly, knowledgeable, and he has the experience of having flown out to Anan Creek multiple times in the past.  Mark was able to provide direct in-flight guidance to our pilot when weather conditions got a bit hairy.  And Mark takes safety seriously:  we were in bear country, and after we made land then Mark unpacked and holstered a weapon and bear spray - which made us feel safe on our hike. 

After we got on land, and after Mark made the preparations for our hike to the bear viewing area, we met with the ranger at the base of the trail and listened to a briefing.  We then set out on the approximately two-thirds of a mile hike up to the bear viewing area.  As we got underway, Mark guided us in the proper way to group ourselves in case we encountered a bear on the trail.  And Mark also provided expert commentary on plants and wildlife that we encountered on the hike.  When we arrived at the bear viewing area, Mark helped us get signed up quickly so that we could get a slot in the bear viewing blind, and Mark continued to provide awesome commentary about different bears and occurrences that we saw when we were up at the viewing platform.  I can't say enough great things about Mark; we highly recommend him if you can get him for your tour.

Taquan runs a great airline, they employ an enthusiastic and knowledgeable staff (including expert guides), and our safety was their priority from start to finish.  Taquan ultimately provided us with a fantastic and memorable tour, and we highly recommend them for anyone looking to take a flight/float plane tour out of Ketchikan."
review_f5ca1940bb4b3b4a6ade99fa,5,Best shore excursion ever,"Trip Advisor review

Our family group of 5 decided to take the Floatplane bear watching shore excursion.   It was a bit pricey but we expected it because you’re flying in a floatplane Believe me when I say we all agreed it was definitely worth the money. 

They picked us up where the cruise ships dock and took us where the floatplanes were. We were given our instructions and loaded on the plane. Our pilot was JR and he was wonderful and knowledgeable. The takeoffs and landings and even the flight itself were all smooth, actually smoother than we thought they’d be. We flew for 30-40 minutes and landed. We were met by our guide and we walked an easy trail for 10-15 minutes and arrived at a platform high up and next to a stream. Besides the mother bear and her cub that we walked by on the trail, there were at least 15 bears catching salmon. Oh and a bald eagle too.  The time we spent there was unbelievable watching the bears in the water fishing salmon out of the stream and some even fighting over their catches. Could have stayed there for hours as it was so fascinating. They allowed us 1-1 1/2 hrs before we headed back. Once again our pilot JR treated us well with a nice flight back. We were then taken back to the cruise ship. 

We all agreed if we ever come back to Ketchikan we are definitely doing this again. No doubt!"
review_d4fa1a7a54b252b2583388d6,2,Safety Infraction,"Last week we did the seaplane tour of the Misty Fjords on Taquan Air Tours.  The views were spectacular.  However, breathing in diesel fumes while in-flight was not fun.  Anyway, after landing in the water in the fjords, we were allowed to get out of the plane onto one of its floats without life vests.  According to the pilot, the dark waters were about 300 feet deep.  Once we got out, the pilot asked us to scoot on over as much as possible to the front of the plane's float.  However, once you go past the pilot's cabin, there is nothing to hold onto and the float gets narrower.  Following the pilot's request, my teenage daughter, who was second in line from the front, decided to pass the girl in front of her who was holding on to the last piece of equipment on the front part of the fuselage.  So now my daughter, who is not a very good swimmer, ended up balancing herself without holding onto anything near the front of the float.  I asked her to get back so she could hold onto something as what she was doing was dangerous.  She said no because she was following the pilots instructions and practically could not get back because the float by now was packed with most of the 10 passengers and the pilot.  After about 5 minutes of standing on the front edge of the float where it is much narrower, I noticed her losing and then regaining her balance for a bit.  If she had fallen in the water, with her parka and heavy clothing, she would have definitely gone under.  I immediately yelled at her to get back in the plane which she did.  When we got back on land, apparently someone had already told the Taquan staff of this incident.  And when I brought it up with them, the answer I got was that the pilot will be given a talk about this. 

What surprises me is how can something like this get past the safety inspectors?  As a minimum, during all the pre-flight safety briefings, Taquan Air should address the safety of passengers while they are out of the plane on the float over deep dark waters and provide its passengers with life vests.  They also need to make sure passengers are not exposed to high levels of diesel fumes while in flight."
review_ada23e30e9050b395a5e4949,2,Contrary to popular opinion!,"I had done a flightseeing tour in Anchorage that was the highlight of my cruise ship trip to Alaska, that when we stopped in Ketchikan I wanted to do a seaplane tour as well.  This activity has been highly rated by so many reviewers, I decided to do it with Taquan Air Tours.  It is impressive to see their facility as they appear to be running a very successful tour company,  I was disappointed to find out that the 2 hour tour, was not 2 hours flying, but rather 2 hours from the start of the shuttle at the port to return to the port.  Our flight ended up being an hour and five minutes.  I never saw the waterfall they said we would see.  The pilot did not allow us out of the plane when we landed stating it was too slippery.  Others taking the flight that day did so.  Our pilot didn't point out very much.  Misty Fjords was pretty much just forest and to make this flight even less enjoyable they were playing Credence Clearwater Revival music over the headphones!!!  Seriously?!?!?!  That is music from my era, but not what I want to hear when I am supposed to be viewing beautiful scenery.  I advise you to skip this expensive excursion.  Not worth it!"
review_f4707f9a700067a778a5ea66,5,Outstanding Sea Plane Excursion!,Our pilot Mike was an excellent tour guide giving great detail behind the outstanding visual scenery.  The fjords are just unbelievably beautiful.
review_8b4c172e7b644d8c4b931cc0,5,Trip Highlight,"We got of our cruise ship early and were able to purchase our trip from one of the operators at the end of the dock.  Apparently they sell what the cruise lines have been unable to sell, so are able to sell unsold seats at a discount.  It’s a risk but if you are flexible this is a great option.  We were placed on an early tour and a shuttle took us to the Taquan office.  After a safety briefing we met our pilot and boarded our sea plane.  From here it was a magnificent early morning flight to a floating pontoon in the Tongrass National Forest.  Words cannot do justice to the scenery and the tranquility felt during our short stay on the pontoon.  Time on plane and short stop was about 90 min.  Our pilot Forest was extremely professional and provided a great commentary.  Definitely one of the highlights of our Alaska trip."
review_e55f985b9a9c0b8f6f16b85a,5,Black bear watching via floatplane,Really great flight with views of humpback one way and mountains the other. Ex navy pilot so in good hands. The bear watching was a short 10 min walk through the rain forest with Mark out guide. He was very handy when we met a mother and cubs on the path both times! The bear viewing was excellent on a raised platform overlooking the salmon run and falls. We saw 3-6 bears over an hour and they were catching the salmon below us. Great tour and informative and friendly guide who was handy for close to encounters of the bear kind!
review_50ad674985c5646672bc62e8,5,Wind up that Bush Beaver and Let's Rip,"We dealt directly wit Taquan Air by email to book this rather than through our ship. Much cheaper and really easy to do, they are really easy to deal with directly and are happy to answer your email questions. They came picked us up and took us out to their base about ten minutes away where we got a short safety briefing and then we were off -Misty Fjords here we come. Apparently this company only do window seats except me, the solid one on the plane got to sit in the primo co pilot seat and was assigned the job of lowering the landing gear for landing! (pilot was kidding  - you land on water skis). They kind of look at you and tell you where to sit in the plane based on your size but everyone had a primo seat - that way the plane flies flat and straight, they say. We lucked in with a cracker of a day so we got emerald green fjords under an electric blue sky. We took off on Ketchican Harbour down the side of our ship before heading across mountains that are awesomely beautiful. I was having such an awesome time i have no idea how long we flew before we landed on a deep blue lake high in the mountains. A whole lake to ourselves with no other tourists. Absolute wilderness, absolute bliss. We stayed for about 20 minutes before taking off again and headed across more lakes and massive mountains for ages before heading back and landing on Ketchican Harbour. The trip was awesome, our pilot was awesome, the commentary was awesome, the service was awesome and I love the t-shirt i brought. Try and book in the morning as they look like they get busy later in the day. Thanks it was awesome and on top of that they drop you back to the boat for free!"
