user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo,language,is_english,user_city,user_state,user_country,is_us_domestic,review_word_count,review_char_count,title_word_count,exclamation_count,uppercase_ratio,sentiment_polarity,sentiment_pos,sentiment_neg,safety_assurance,fear_anxiety,thrill_arousal,flow_experience,fear_trans,safety_mention,helicopter_comparison,price_value_mention,coast_mention,canyon_mention,waterfall_mention,wildlife_mention,weather_mention,flight_crew_mention,ground_staff_mention,companion_mention,pilot_mention,staff_service_mention,guide_mention,pilot_service_mention,sentiment_pre_but,sentiment_post_but,has_adversative_conjunction,discourse_shift_pos2neg,discourse_shift_neg2pos,pilot_sentiment,pilot_pos,pilot_neg,weather_sentiment,weather_pos,weather_neg,ground_staff_sentiment,ground_staff_pos,ground_staff_neg,price_value_sentiment,price_value_pos,price_value_neg,scenery_sentiment,scenery_pos,scenery_neg,special_occasion,aircraft_type
kritty,,5,,Plan C,"We did not get the experience we booked. The cloud cover and fog prevented us from seeing Denali and landing on the glacier. Those were the top 2 things we booked the trip for. BUT...they did take us up on a shorter trip that was still amazing AND refunded the difference promptly. I believe they did the best they could do considering circumstances beyond their control.  What more can you ask for? I recommend this company 100%. They are organized, care about the experience and the safety of their guests. The operation was well run and worth the cost.",Unknown,0,2021-07-02,Talkeetna Air Taxi,1,English,1,,,Unknown,0,99,555,2,0,0.02702702702702703,0.9657,0.214,0.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.2263,0.9612,1,0,0,0.0,0,0,0.0258,0,0,0.0,0,0,0.4588,1,0,0.0258,0,0,0,Airplane
Jason B,,5,May 2014 • Couples,Amazing,Amazing time out in the bi-plane. Pilot was funny and knew the island well. I would recommend this to anyone. I am not a fan of heights and I even had a great time. Well worth the time and money. Pilot even did a few tight turns and fun moves in the air with us.,Couples,0,2014-05-24, TripadvisorReviewScraper,0,English,1,,,Unknown,0,55,262,1,0,0.026717557251908396,0.9625,0.351,0.03,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0.9625,0.9625,0,0,0,0.5615000000000001,1,0,0.0,0,0,0.0,0,0,0.4588,1,0,0.6124,1,0,0,Other/Unspecified
Tegan S,"Phoenix, AZ",5,,5 Island Tour!,"Eric, thank you so much! Loved the 5 island tour and seeing the Molakai sea cliffs! Enjoyed the historical tour also. Fantastic service. Recommended!",Unknown,0,2022-03-10,32_2137_Maui Plane Rides_2025-03-04,0,English,1,Phoenix,AZ,United States,1,24,149,3,3,0.040268456375838924,0.9456,0.475,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9456,0.9456,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.5994,1,0,0,Airplane
JCsprint,"Cadiz, KY",5,Jun 2015 • Couples,Epic Views,"Wow, you just can't describe the aerial views of the majestic grand canyon in words or really one photograph either. Westwind did an absolute marvelous job with our flight from start to finish. Kyle, our pilot, did a great job of safely ensuring our flight was enjoyable and educational. We thoroughly enjoyed our experience and definitely recommend using Westwind if you want a once-in-a-lifetime experience of a canyon overflight. You cannot achieve this magnificent perspective from the ground. Awesome!",Couples,0,2015-07-04,34_566_attraction_review_2025-03-04,1,English,1,Cadiz,KY,United States,1,79,506,2,1,0.01383399209486166,0.9922,0.42,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.9922,0.9922,0,0,0,0.9062,1,0,0.0,0,0,0.6833,1,0,0.0,0,0,0.8380000000000001,1,0,0,Other/Unspecified
meeksshack,"Ellettsville, Indiana",5,Oct 2017 • Friends,Good trip,This was a good experience the driver was knowledgeable and the flight was great. Boat trip was ok. Overall good time,Friends,0,2017-10-26, TripadvisorReviewScraper,0,English,1,Ellettsville,IN,United States,1,21,117,2,0,0.02564102564102564,0.9022,0.431,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9022,0.9022,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Other/Unspecified
Dale M,,5,Jan 2024 • Family,Educational and fun,"Wife had never seen Grand Canyon so I took her there for surprise 50th anniversary present.  No better way to see the canyon than by chopper which she had never been on.  The flight was amazing.  Everyone at Maverick was friendly and helpful.  Dave, our pilot,was knowledgeable about the canyon and had a great sense of humor.  I think he had as much fun as we did.  It was the highlight of our day!",Family,0,2024-01-28,"9-691_45-minute Helicopter Flight Over the Grand Canyon from Tusayan, Arizona_attraction_product_review_2025-02-27",0,English,1,,,Unknown,0,74,399,3,1,0.02756892230576441,0.9695,0.294,0.051,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0.9695,0.9695,0,0,0,0.7351,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.2718,1,0,1,Helicopter
EdJoffe,"Miami, FL",5,May 2022,Could not have been better. Well worth it.,"Could not have been more professional.  The plane, an otter, accommodated about 9 people and was in immaculate condition.  The pilot was highly experienced and was an excellent guide.  The view of the mountains was breathtaking and landing on the Ruth Glasier was surreal.  Although the trip was pricey, you could justify it within the context of maintenance, care, and higher fuel costs.
Well worth it.",Unknown,0,2022-06-03,Grand Denali Flightseeing tour from Talkeetna,0,English,1,Miami,FL,United States,1,66,403,8,0,0.019851116625310174,0.9169,0.188,0.0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0.7717,0.7351,1,0,0,0.5719,1,0,0.0,0,0,0.0,0,0,0.4588,1,0,0.4588,1,0,0,Airplane
Colt,"Hillsboro, OR",5,Jan 2021,Great company. Fun experience.,"My wife and I went on a tour to Multnomah Falls and loved it. Great job to the pilot. Airplane looked great, pilot did great, and the views were great. Couldn't ask for anything better. Really fun company.",Unknown,0,2021-02-01,20-459_Envi Adventures_2025-02-27,0,English,1,Hillsboro,OR,United States,1,38,205,4,0,0.03902439024390244,0.9814,0.48,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0.9814,0.9814,0,0,0,0.774,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.9231,1,0,0,Other/Unspecified
dme6172016,,5,May 2022,Great experience,"This place is clean and professionally run.  The plane was nearly new and very nice.  The headphones worked well and the pilot was very experienced; I felt very comfortable flying with him.  Not sure why we needed to get there 45 minutes early, but it wasn't really a problem; I just hate getting up early.  Unfortunately Denali's peak was hiding in clouds, but we got to see base camp which was busy that day.",Unknown,0,2022-05-29,Talkeetna Air Taxi,0,English,1,,,Unknown,0,74,410,2,0,0.01951219512195122,-0.5956,0.128,0.15,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.8599,-0.8455,1,1,0,0.2732,1,0,-0.3182,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,Airplane
Phil S,,5,May 2024 • Solo,Awesome flight Hawaii - Maui Plane Rides,"Eric is a brilliant pilot, he maneuvers the plane with great care, super friendly and you can feel his enormous experience.
The flight was simply fantastic! Wonderful views of Maui and Moloka'i from above. Unforgettable, the highest sea cliffs in the world, Moloka'i North Shore Hawaii. I can really recommend a flight with Maui Plane Rides, a must do on Maui!",Solo,0,2024-05-10,32_2137_Maui Plane Rides_2025-03-04,1,English,1,,,Unknown,0,61,360,7,2,0.041666666666666664,0.9832,0.371,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.9832,0.9832,0,0,0,0.9595,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.28595,1,0,0,Airplane
Surfinbel,,5,,Amazing!,"We had an awesome flight with Leanne - such a smooth flight and take off and landing and our trip around Denali was simply breathtaking! No bad seats on Leanne’s plane as she ensured everyone had a good view from all seats. So glad we did this and Mother Nature gave us an awe inspiring and simply amazing display! I booked this trip thinking it wouldn’t be much but how wrong I was!! Thank you Leanne, your flying and narration were fantastic! Mum and I had the best time!!!",Unknown,0,2019-08-10,Grand Denali Flightseeing tour from Talkeetna,1,English,1,,,Unknown,0,89,475,1,8,0.029473684210526315,0.9641,0.262,0.075,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0.9411,0.918,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,-0.4215,0,1,0,Airplane
Brooke N,"Miami, FL",5,Jan 2018 • Couples,Incredible experience!,"WOW! What an amazing flight! My husband and I booked the ""Ultimate Miami & Beaches Tour"" for our staycation honeymoon, and had the most incredible experience. Adriel warmly greeted us upon arrival, and let us watch and ask questions as he prepped the plane. Captain Tony is beyond awesome, and gave us the most magical tour of our hometown city. The view was spectacular - words can't do it justice. We had the privilege of seeing tons of manatee warming up in the canals during our Miami ""winter"" and even took our kayak out the next day to visit some of the beautiful spots that we could never had discovered without that glorious bird's-eye view provided by Captain Tony. A million thanks to Seaplane Tour of Miami for gifting us with the most amazing honeymoon excursion a couple could ask for. We can't wait to take another trip with this wonderful father/son duo!",Couples,0,2018-01-15,46_376_Miami Seaplane Tours_2025-03-06,0,English,1,Miami,FL,United States,1,153,869,2,3,0.026467203682393557,0.9849,0.209,0.034,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0.9849,0.9849,0,0,0,0.5935,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.07265000000000002,1,0,1,Airplane
Bob B,"Nashville, TN",5,Jul 2022,Denali air tour with glacier landing.,"We flew with TAT, with pilot Chris at the controls of their ski equipped de Havilland Otter, on a tour of the Alaskan Range, Denali area.  While clouds prevented us from seeing Denali herself, Chris still was able to land us on Ruth Glacier for about a 20 minute visit to the glacier, in front of the famous Sheldon Chalet.  This was one of the best travel adventures my family has ever been on.  The scenery was incomparable, Chris' knowledge of the terrain and history were superb, and landing on a glacier in late July in a mild snow storm was a once in a lifetime experience.  If you are in Alaska and looking for something different  to do, make the trek out to Talkeetna--a very cool Alaskan village in itself, and fly with TAT.  Many thanks to Sandy (Go Vols!) and all to working us in last minute due to the weather and making this happen for us.",Unknown,0,2022-08-01,Talkeetna Air Taxi,0,English,1,Nashville,TN,United States,1,159,854,6,1,0.03747072599531616,0.9484,0.107,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0.9484,0.9484,0,0,0,0.0,0,0,0.0129,0,0,0.0,0,0,0.0,0,0,0.32535000000000003,1,0,0,Airplane
Aruna_Daryanani,Mumbai,5,Jun 2017 • Couples,Fabulous experience!!,My husband and I opted for the Southside explorer trip with glacier landing. All I can say is that the term 'awesome' was probably coined for such an experience. Special call out for Melissa our pilot and Emily who is a part of the ground staff. Do not miss this one!,Couples,0,2017-06-25,Talkeetna Air Taxi,0,English,1,Mumbai,,Unknown,0,51,267,2,1,0.033707865168539325,0.5324,0.088,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.5324,0.5324,0,0,0,0.4019,1,0,0.0,0,0,0.4019,1,0,0.0,0,0,0.0,0,0,0,Airplane
John V,,5,Apr 2021 • Couples,Awesome,The best experience ever. The ride smooth and the view were awesome. I got to fly the plane and enjoy.,Couples,0,2021-04-20,32_2137_Maui Plane Rides_2025-03-04,0,English,1,,,Unknown,0,20,102,1,0,0.029411764705882353,0.91,0.418,0.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.91,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.6249,1,0,0,Airplane
Sravanthik,"Hyderabad, India",5,Aug 2022 • Family,Must do in Maui,Trip was great with the custom plan and commentary. The guide was knowledgeable and we felt safe during the trip. The views were wonderful,Family,0,2022-08-29,32_2137_Maui Plane Rides_2025-03-04,0,English,1,Hyderabad,,India,0,24,138,4,0,0.021739130434782608,0.8934,0.338,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.8934,0.8934,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.5719,1,0,0,Airplane
GoGo2SlowGo,"Denton, TX",5,Jun 2018 • Couples,Big Kahuna - well worth it,"We looked at helicopter tours of the island and they were very pricey and short.  This tour was much longer and much less expensive.  You also have the comfort of a plane which is not going to be going up and down as rapidly as a helicopter.
Our pilot was extremely knowledgeable and had cold compress towels for us because it's a longer plane ride and there isn't a lot of air conditioning.  
We went all over the island and we all had microphones and headsets and could all communicate with the pilot.
This is a very safe and enjoyable ride and you won't regret it.",Couples,0,2018-06-11,TripadvisorReviewScraper,0,English,1,Denton,TX,United States,1,106,567,6,0,0.010582010582010581,0.8804,0.103,0.0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0.8804,0.8804,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Other/Unspecified
Kapro,"Los Angeles, CA",5,Jun 2017 • Couples,Incredible!,"We did the Grand Denali, with a glacier landing, and we loved every minute! It was an incredible experience that we will never forget. Talkeetna Air Taxi did a great job. Check in was smooth. They provided glacier boots to cover your shoes and sunglasses if you didn't have any. Our pilot made sure everyone had a great view on approach to the glacier and gave us enough time, once we had landed, to take photos and enjoy the mountain views. 
      I felt safe on this trip and never felt rushed. This was a once in a lifetime experience for us and one we will never forget. We had a beautiful clear day on the day of our flight, so we were very fortunate. I highly recommend this trip as a most memorable excursion.",Couples,0,2017-07-23,Talkeetna Air Taxi,1,English,1,Los Angeles,CA,United States,1,134,716,1,1,0.019553072625698324,0.9898,0.263,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0.9898,0.9898,0,0,0,0.8625,1,0,0.8655,1,0,0.0,0,0,0.0,0,0,0.549,1,0,0,Airplane
Taylor,"Hydro, OK",3,,Keith Needs Sensitivity Training,"The pilots are excellent, friendly, knowledgeable, and skilled. 

But, don’t get your weight estimate wrong or Keith at the front desk will talk down to you as if you lied on purpose. I have family in aviation, so I understand the importance of weight distribution on an aircraft. But, when my wife’s weight came in above the number I had sent in, Keith had little to no sensitivity about it. 

So, in the end my wife and I were not able to be on the same helicopter. I was upset about that, but I understand. They want to keep us safe, and flying in high heat can be dangerous. But, what I don’t appreciate is the way Keith handled the situation. Repeating statements like “This number is WAY over the estimate given to us.” is nothing short of an emotional punch in the face to anyone who has ever struggled with weight issues. 

So, in the end, the stars I give are for the pilots. They are truly the 5 star champs of this company. But, my experience with Keith’s lack of sensitivity at the front desk quite literally ruined the experience for both of us. So, I would recommend that management coordinate some much needed sensitivity training for Keith. It would be a great improvement for your customer service.",Unknown,0,2021-06-19,"9-691_45-minute Helicopter Flight Over the Grand Canyon from Tusayan, Arizona_attraction_product_review_2025-02-27",0,English,1,Hydro,OK,United States,1,220,1215,4,0,0.024691358024691357,0.9409,0.176,0.108,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0.7845,0.9065,1,0,0,0.39225,1,0,0.0,0,0,-0.8193,0,1,0.0,0,0,0.0,0,0,0,Helicopter
Charles C,"Colorado Springs, CO",5,Oct 2015 • Couples,"Great Value, Great Tour","Kauai is our favorite island. There’s just something different about it. It has a different feel, a different vibe. Maybe it’s the chickens everywhere, or the cattle or the more mature landscape. Just not sure. From the air, it’s gorgeous. We flew Wings Over Kauai. Very, very nice people. We were very lucky in that the other people on our flight cancelled, so we had the entire Caravan to ourselves. Bruce, the owner, was our pilot. We took off on 30, NW, turned right and circled the island clockwise. Got great pictures during a flyover of the Crown at dock. The day was partly cloudy with clouds and rain over the center of the island. The water was pure aqua blue, the coastline just picture perfect rocks and white spray and the green of the trees contrasting with the red of the soil could not be done justice in a photo. We cut inland up Wameia Canyon, saw the Jurassic Park waterfall, flew inland of the Pacific Missile Test Range main base, but cut back out over the ocean just before we go to the northern most telemetry radars sitting on top of one giant cliff. 

Flew along the Napoli Coast. Saw the trail wind its way through the cliffs, on top of huge sea caves and along knife edge ridges of rock. Broke back over the northern coast over the resorts and golf courses and the locations they filmed Jurassic World. Cut around the NW part of the island, flew a circle around the Fantasy Island waterfall, saw the cattle grazing in almost chartreuse meadows, flew back over the ship and landed back on runway 30. The whole trip was about 70 minutes, at a ground speed of around 90mph. Judy filmed the whole thing with the action cam, and I took about 160+ stills. We also ordered a video of the flight. They had GoPro’s on each wing. 

This was one of the best value excursions we’ve ever had in Hawaii. Judy did get a little queasy coming around the hills to the NW of the airport. The air was a bit bumpy, but not bad at all. Nothing like the helicopter we took in Juneau in 2001.",Couples,0,2015-10-26,Wings Over Kauai Air Tour,1,English,1,Colorado Springs,CO,United States,1,370,1995,4,0,0.02857142857142857,0.956,0.091,0.046,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0.9553,0.8541,1,0,0,0.0,0,0,0.23835,1,0,0.0,0,0,0.765,1,0,0.05179999999999999,1,0,0,Airplane
D G,,5,Mar 2024 • Couples,Awesome,The flight was fantastic. We say views we could not see any else. I would highly recommend the trip. And in the end we had a great landing.,Couples,0,2024-03-09,32_2137_Maui Plane Rides_2025-03-04,0,English,1,,,Unknown,0,28,139,1,0,0.02877697841726619,0.8883,0.313,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8883,0.8883,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,Airplane
Susan B,,5,Oct 2015 • Couples,Flight of a lifetime!,After a busy morning exploring the Na Pali coast by small boat we decided seeing it by air would be great too.  Air Ventures Hawaii came to our rescue and we truly had a flight to remember.  The views were beautiful nothing was too much for Ray (our pilot) to show us and his stories about the island were wonderful.  It topped off a wonderful day all round but the truly most amazing thing was that by the time we left we felt as if we had made friends for life with Ray his beautiful wife and the staff.   An exceptional company I can give no greater compliment than thank you for making us feel so welcome.   Please please Air Venture Hawaii is a must.,Couples,0,2015-10-01, TripadvisorReviewScraper,0,English,1,,,Unknown,0,125,655,4,0,0.024427480916030534,0.9948,0.344,0.017,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0.9705,0.9917,1,0,0,0.8225,1,0,0.0,0,0,0.973,1,0,0.0,0,0,0.7237,1,0,0,Other/Unspecified
Jaytee16,,5,Sep 2011,Highlight of the trip!,"Bruce and Ellen were amazing!  This really was one of the highlights of an incredible trip!  I was a little nervous as I am prone to motion sickness, but Bruce gave me some pointers, Ellen sent us off with ginger chews and Bruce kept it smooth sailing!  I sat up in the co-pilot seat and it was truly one of the most memorable hours of my life!  The views of the island are spectacular, Bruce was so knowledgeable and friendly.  A nice touch - before we got on the plane Bruce took a picture of us in front of the plane - by the time we landed, Ellen has printed it out and used it as the cover for a 5-10 mins DVD of the plane ride set to music!  Most other places would try and charge you more for this but it was our gift and it is truly appreciated!  I don't know what else to say except don't leave Kauai without doing this!!!",Unknown,0,2011-10-11,Wings Over Kauai Air Tour,1,English,1,,,Unknown,0,165,831,4,9,0.024067388688327317,0.9831,0.165,0.008,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.554,0.9814,1,0,0,0.37618,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.5367,1,0,1,Airplane
